claim_id,claim_domain,claim_type,direction,graph_evidence_id,biomarker_status,disease_status,intervention_status,direction_status,tumour_context_status,evidence_type_status,study_design_status,prospective_retrospective_status,randomization_status,endpoint_status,clinical_response_status,survival_status,preclinical_status,in_vivo_status,in_vitro_status,in_silico_status,approval_status,source_status,identifier_status,source_unit_status,locator_status,text_status,assessment_status,tier,reason_codes,notes
CLM-3e1055de8da3589f422e,therapeutic,atomic_intervention_claim,resistance,evidence:100003,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-3e6c02a630094d46aa2f,therapeutic,atomic_intervention_claim,resistance,evidence:1288,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-402da0a110fc725a7357,therapeutic,atomic_intervention_claim,sensitivity,evidence:4292,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-40e2238c622a9cf14d31,therapeutic,atomic_intervention_claim,resistance,evidence:1345,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-43229efd0cd8f2fd58d5,therapeutic,atomic_intervention_claim,sensitivity,evidence:7833,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-45252d017284be327abb,therapeutic,atomic_intervention_claim,sensitivity,evidence:1322,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-464501e94094614459f5,therapeutic,atomic_intervention_claim,resistance,evidence:1283,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-472dd2b146920f5d4bbb,therapeutic,atomic_intervention_claim,sensitivity,evidence:295,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-4a89bb28592af7ebaccf,therapeutic,regimen_claim,sensitivity,evidence:12131,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,AMBIGUOUS,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PARENT_LEVEL_ONLY,PRESENT_IN_LOCAL_TEXT,PRESENT_IN_LOCAL_TEXT,PARTIALLY_ASSIGNABLE,,MISSING_FRAMEWORK_RULE,tier not assigned
CLM-4cede62c4212e907fd6b,therapeutic,atomic_intervention_claim,resistance,evidence:11114,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-4ffe85304f3ef5533b58,therapeutic,aggregate_intervention_claim,sensitivity,evidence:275,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,AMBIGUOUS,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PARENT_LEVEL_ONLY,PRESENT_IN_LOCAL_TEXT,PRESENT_IN_LOCAL_TEXT,PARTIALLY_ASSIGNABLE,,MISSING_FRAMEWORK_RULE,tier not assigned
CLM-5071bb2d8657ac0fbed0,therapeutic,aggregate_intervention_claim,sensitivity,evidence:1853,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,AMBIGUOUS,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PARENT_LEVEL_ONLY,PRESENT_IN_LOCAL_TEXT,PRESENT_IN_LOCAL_TEXT,PARTIALLY_ASSIGNABLE,,MISSING_FRAMEWORK_RULE,tier not assigned
CLM-54e1fcd65c57bfbf8d04,therapeutic,atomic_intervention_claim,sensitivity,evidence:4291,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-5842e19f516c618ca369,therapeutic,atomic_intervention_claim,sensitivity,evidence:6006,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-5ce49705979f72f174e9,therapeutic,regimen_claim,sensitivity,evidence:12156,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,AMBIGUOUS,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PARENT_LEVEL_ONLY,PRESENT_IN_LOCAL_TEXT,PRESENT_IN_LOCAL_TEXT,PARTIALLY_ASSIGNABLE,,MISSING_FRAMEWORK_RULE,tier not assigned
CLM-5ce532268b4aa1661311,therapeutic,atomic_intervention_claim,resistance,evidence:841,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,AMBIGUOUS,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PARENT_LEVEL_ONLY,PRESENT_IN_LOCAL_TEXT,PRESENT_IN_LOCAL_TEXT,PARTIALLY_ASSIGNABLE,,MISSING_FRAMEWORK_RULE,tier not assigned
CLM-5dd4a1aa178045142295,therapeutic,atomic_intervention_claim,sensitivity,evidence:7610,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-5e39ddbd23c5746264f7,therapeutic,atomic_intervention_claim,resistance,evidence:1333,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
CLM-6016e0878e055658200e,therapeutic,atomic_intervention_claim,sensitivity,evidence:11324,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,PRESENT_STRUCTURED,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,UNASSIGNABLE,,MISSING_SOURCE_OR_CONTEXT,tier not assigned
