evidence_id,pmid
381,20007775
382,20007775
383,20007775
384,22357840
387,19223544
388,19223544
389,16489069
390,16489069
391,9569050
392,16489069
393,9569050
395,16489069
396,9569050
397,16489069
398,9569050
399,9569050
400,23861105
401,23861105
403,24186003
405,24578576
407,12075054
408,18765795
409,12075054
411,21343560
412,25670080
413,16818686
414,25670080
415,22430270
416,19157502
417,19666869
418,18464292
419,22430270
420,23620406
421,21343549
422,23620406
423,9207459
425,20601954
426,21828143
427,21343549
428,11793370
429,21343560
430,21343560
431,9552022
432,20081860
433,20081860
435,21796119
436,24869598
439,24265152
440,22277784
441,22277784
442,22277784
443,22277784
444,22277784
445,22440753
446,23539443
447,23779130
448,12517791
449,25412851
450,25412851
451,25308295
452,23960094
453,23960094
454,23761041
455,20739657
456,22302096
457,12559175
458,25147369
459,23797736
460,23797736
461,23792563
462,15630448
463,23612012
464,22274685
465,22274685
466,20336784
467,19304957
468,25014773
469,23341344
470,20840671
471,21730982
472,17538160
473,16943533
474,14583498
475,23706910
476,16254181
477,20542753
478,23706910
479,20693978
480,19228619
481,19228619
482,19228619
483,19228619
484,22699455
485,16307017
486,15201427
487,18528420
488,18528420
489,18528420
490,19901104
491,15758010
492,23322234
493,23322234
494,22210878
495,21670202
496,18528420
497,22650231
498,12727991
499,23333114
500,16497822
501,23280579
502,21422407
503,21422407
504,22292935
505,17700571
506,21163703
507,11504908
508,23341344
509,22753902
510,23568491
511,19584151
512,24658004
513,24658004
514,25219713
515,25217772
516,23955565
517,22090360
518,8901856
519,19941080
520,22699455
521,24836762
522,17215851
523,11325447
524,11325447
525,21467160
526,21467160
527,19040416
528,11248153
529,15911866
531,10617473
532,25698061
622,24915778
623,24240700
624,24366361
625,19770381
626,20445578
627,26268241
628,22215888
629,24740809
630,23377281
631,23377281
632,23377281
633,23377281
635,23377281
636,23377281
637,18818391
638,24236021
639,25349473
640,21747090
641,12509970
642,18227510
644,23989949
645,24387334
646,25923550
647,26510020
648,26510020
649,25798586
650,26510020
651,12949711
652,12949711
654,14645423
655,25024077
656,25024077
657,23766237
658,23766237
659,19157633
660,25010864
661,23188704
662,23764753
664,22139083
665,26338418
666,21119596
667,23377281
668,21926398
669,18704422
670,19922504
671,22112610
672,22551904
673,16875718
674,16467099
675,22296372
676,19434073
677,19470925
678,20628391
679,22896685
680,21160078
681,24771645
682,23182986
683,25086725
684,23806793
685,25171497
686,21666749
687,25433983
688,25264305
689,22389872
690,19470935
691,21048039
692,23265711
693,22056021
694,24577117
695,24799460
696,23746666
697,24577089
698,23584301
699,26561417
700,26544513
701,26664143
702,26313362
703,26625204
704,26086854
705,24625776
706,22842582
707,24735930
708,24735930
709,26351323
710,23888070
711,25398829
712,26490311
713,26490311
714,25672916
715,25878190
716,25409150
717,22270724
718,26508446
719,26508446
720,26046389
722,26490311
723,23890088
724,23890088
725,24345920
726,24345920
727,24345920
728,23715574
729,25520391
730,25520391
731,26683709
732,26436839
733,17463250
734,26596839
735,21623265
736,26547802
737,26439803
738,26130666
739,26466009
740,26686064
741,26617739
742,24469055
743,26086854
744,26537256
745,19726788
746,25759020
747,25759020
748,24651015
749,26169613
750,26625312
751,26391455
752,26096845
753,23746666
754,25557953
755,25759020
756,25370471
757,25370471
758,20530316
759,26712222
760,18725974
761,20142587
762,24065731
763,21791641
764,22235099
765,23344087
766,22235099
767,23344087
770,19718025
771,25242168
772,16282176
773,26423602
774,16282176
775,25939761
776,21840482
777,21900593
778,20227043
779,23390248
780,21791641
781,23344087
782,9625170
783,26459251
784,26459251
785,9625170
786,24894453
787,24894453
788,23374602
789,23374602
791,26181029
792,22961667
793,26673008
794,24836576
795,20609353
796,23213094
797,25971939
798,26115874
799,26015511
800,26637881
801,21119661
803,21119661
804,25267748
805,25883215
806,26623049
807,26267899
808,26261420
809,26162296
810,26162296
811,26152787
812,26152787
813,26137564
814,26057002
815,26033044
816,25989278
817,25982282
818,25973082
819,25968887
820,25968887
821,25928036
822,25910840
823,25900183
824,25788273
825,25762343
826,25677871
827,25668009
828,25668009
829,26309414
830,26311741
831,26291055
832,26502926
835,26745678
836,26724472
837,26671993
838,26671993
839,23222956
840,23222956
841,26698910
842,26698910
843,26698910
844,26698910
845,26510020
846,21653686
848,21653686
849,21653686
850,24740294
851,22698404
852,24708484
853,24708484
854,24653627
855,24587245
856,15138475
857,24367492
858,24367492
859,24356815
860,25587029
861,25542901
862,25542901
863,25184630
864,25300346
865,25216528
866,25210794
867,25153719
868,25153719
869,25590338
870,25089570
871,25082261
872,25081901
873,25056119
874,24961465
875,24957073
876,24927325
878,24841718
879,23816960
880,23816960
881,25862853
882,22452895
883,22452895
884,22285168
885,22285168
886,25268372
887,25537159
888,24256029
889,24239278
890,24192513
891,24167368
892,24166148
893,24166148
894,24166148
895,24146218
896,24135816
897,24097869
898,24039832
899,24013721
900,24013721
901,23881388
902,23867504
903,23645741
904,23619944
905,23579861
906,23515910
907,21367480
908,24782778
909,15486187
910,19648970
911,18794099
912,19775480
913,23506848
914,23456958
915,23435830
916,23435671
917,23435671
918,23340172
919,23231951
920,21576762
921,23218766
922,23060591
923,22901364
924,22682017
925,22623731
926,22596232
927,22544540
928,22431701
929,22422354
930,22343617
931,22333600
932,22262166
933,22190288
934,22169769
935,22169769
936,22169769
937,22025163
938,22025163
939,22004109
940,21964527
941,21964527
942,21920589
943,21890455
944,21883677
945,21642865
946,21458988
947,20956938
948,20826716
949,20651371
950,20088962
951,18593940
952,18445659
953,17088436
954,16707605
955,16404430
956,26789870
957,22591296
958,26398480
959,22325357
960,19122144
961,22418700
962,26668065
963,24893891
964,25939061
965,25923549
966,26720284
967,26515464
968,26515464
969,26515464
970,16454808
971,25586468
972,26811533
973,26811533
974,26807188
975,26771872
976,26765760
977,26722081
978,26716414
979,23558169
980,26765760
981,24439929
982,24439929
983,25589191
984,26838030
985,26822383
986,25853747
987,26372703
988,25199829
989,25199829
990,24915778
991,24685132
992,24685132
993,18946061
994,24947927
995,24947927
996,24947927
997,24947927
998,24947927
999,23200175
1000,23434733
1001,23434733
1002,26821351
1003,26725216
1004,21985784
1005,26678033
1006,16091755
1007,22493419
1008,26255196
1009,20124187
1011,26596672
1012,26822398
1013,25370464
1014,22077063
1015,26256760
1016,26510020
1017,26778701
1018,26771088
1019,24162815
1020,26867820
1021,26867820
1022,20728210
1023,24868024
1024,18607592
1025,16487996
1027,22180162
1028,15922892
1029,19357394
1030,25667280
1031,26872370
1032,20363910
1033,20363910
1034,17103226
1035,16341243
1036,23430109
1037,19318574
1038,22504184
1039,22368270
1040,22368270
1041,14679114
1042,14967075
1043,26598547
1044,25601188
1045,26559459
1047,19122144
1048,25899785
1050,24898067
1051,26894977
1052,26894977
1053,26894859
1054,26894859
1055,26894620
1057,26888827
1058,26888827
1059,26893853
1060,26893365
1061,26892177
1062,26891277
1063,11607825
1064,11607825
1065,9428816
1066,9428816
1067,9428816
1068,9428816
1069,11122430
1070,11144931
1071,11144931
1072,11782370
1073,11782370
1074,10359553
1075,22906996
1076,22906996
1077,25693012
1078,22270724
1079,26888827
1080,26888827
1081,26888827
1082,26888827
1083,26888827
1084,22906996
1085,22906996
1086,24989892
1087,24989892
1088,24989892
1089,24934779
1090,7628753
1091,11704842
1092,23670176
1093,21613260
1094,21613260
1095,26729443
1096,15746676
1097,18555254
1098,19840887
1099,22550175
1100,23724914
1101,25351743
1102,26789727
1103,26167872
1104,15448205
1105,20179196
1106,19723655
1107,19723655
1108,25295501
1109,21461300
1110,25295501
1111,25445424
1112,24981688
1113,26874901
1114,26634247
1115,26634247
1116,23635773
1117,26894380
1118,26894380
1119,26442524
1120,26442524
1121,23181703
1122,16236737
1123,24137399
1124,24137399
1125,25789838
1127,21663470
1128,16282176
1129,16282176
1131,19661358
1132,17192538
1133,19289619
1135,24899684
1136,24178622
1137,24178622
1138,24962318
1139,23828442
1140,23934108
1141,23934108
1142,26125448
1143,26125448
1144,22425996
1145,22425996
1146,22425996
1147,26899019
1148,26899019
1149,26899019
1150,26883990
1151,26883990
1152,24685132
1153,24685132
1155,25892145
1156,26921265
1157,26921265
1158,24327581
1159,24793816
1160,23020162
1161,26950277
1162,26943774
1163,26943774
1164,24512910
1165,26956051
1166,26956051
1167,26918451
1168,26918046
1169,26916894
1170,26646755
1171,16906227
1172,26970723
1173,26739882
1174,26243863
1175,26973324
1176,26243863
1177,26243863
1178,26243863
1179,26243863
1180,26371285
1181,26812186
1182,26709701
1183,26881434
1184,26662432
1185,26729443
1186,25971938
1187,20979469
1188,17625570
1189,20979469
1190,18927303
1191,27004155
1192,18593892
1193,20979469
1194,18451166
1195,18594010
1196,22912387
1197,22912387
1198,23724913
1199,25470694
1200,24478318
1201,27022118
1202,20940188
1203,21258415
1204,22912387
1205,22912387
1206,22912387
1207,20979469
1208,27037411
1209,27034505
1210,26397223
1211,26397223
1212,24938562
1213,24938562
1214,27001570
1215,22948721
1216,23313110
1217,22247021
1218,21847063
1219,21862683
1220,22805291
1221,16624552
1222,21690468
1223,22439647
1224,22261812
1225,25542057
1226,23414587
1227,22805292
1228,22805292
1229,22805292
1230,25504439
1231,23582881
1232,23238879
1233,23434733
1234,22038994
1235,25970771
1236,26574622
1237,24670165
1238,21415852
1239,18089725
1240,21345110
1241,23598171
1243,23598171
1244,20979472
1245,25408655
1246,26179511
1247,26179511
1248,26917690
1249,26372962
1250,26372962
1251,25733882
1252,25733882
1253,25733882
1254,25688157
1255,25688157
1256,25688157
1257,25688157
1258,25688157
1259,25688157
1260,25688157
1261,21494621
1262,27058230
1263,19636007
1264,24330038
1265,26221234
1266,22252991
1267,26732095
1269,23598171
1270,23598171
1271,23598171
1272,23639470
1273,26938871
1274,27086918
1275,27009855
1276,27019113
1277,27019113
1278,27092876
1279,25153538
1280,22426421
1281,22426421
1282,26708155
1283,25228534
1284,25228534
1285,25228534
1286,25228534
1287,25228534
1288,25228534
1289,25228534
1290,25228534
1291,25228534
1292,25423555
1293,24088390
1294,24088390
1295,20733134
1296,27091708
1297,27091708
1298,22983505
1300,27010960
1301,24296758
1302,17909070
1303,12840112
1304,11535556
1305,21135251
1306,11751510
1307,16243825
1308,16243825
1309,14645423
1310,23835704
1311,23565280
1313,22619677
1314,22619677
1315,24748501
1316,24297342
1317,19667267
1318,18628482
1319,24631838
1320,24631838
1321,24631838
1322,18757403
1324,11792751
1325,27177629
1326,25322874
1327,26786851
1328,25517749
1329,26554404
1330,26554404
1331,26554404
1332,26554404
1333,23598171
1334,19737969
1335,19737969
1336,27049722
1337,22034911
1338,26775591
1339,26775591
1340,24675041
1341,24675041
1342,24675041
1343,24675041
1344,24675041
1345,24675041
1346,24675041
1347,22277784
1348,22277784
1349,22277784
1350,25727400
1351,25727400
1352,22277784
1353,25727400
1354,25727400
1355,25727400
1356,25727400
1357,22277784
1358,25855885
1359,25855885
1360,23619167
1361,25855885
1362,23619167
1363,23619167
1364,25855885
1365,20368568
1366,23569312
1367,25736571
1368,25736571
1369,16046528
1370,19553641
1371,19553641
1372,12777976
1373,23898052
1374,23898052
1375,24495407
1376,24495407
1377,21278246
1378,22031865
1379,23018865
1380,22802530
1381,22802530
1382,22802530
1383,17936563
1384,17936563
1385,20813970
1386,20813970
1387,25037629
1388,23656643
1389,23656643
1390,23190221
1391,23470965
1392,23470965
1393,23470965
1394,25521405
1395,20522446
1396,26181354
1397,26181354
1398,24508103
1399,24508103
1400,26989536
1401,25550549
1402,24608574
1403,24608574
1404,25673558
1405,26460303
1406,22608338
1407,22608338
1408,22281684
1409,21639808
1410,22356324
1411,25399551
1412,19273710
1413,25589621
1414,24987354
1415,26392102
1416,24345920
1417,25424858
1418,25424858
1419,21933749
1420,27028764
1421,25265494
1422,25265494
1423,25015329
1424,18955458
1425,27069254
1426,27069254
1427,27069254
1428,23549875
1429,23431193
1430,27048246
1432,23382472
1433,27069254
1434,27069254
1435,27069254
1436,27069254
1437,22149875
1438,24625776
1439,22257673
1440,26370156
1441,14504092
1443,22215748
1444,24875859
1445,12660384
1446,12660384
1447,19029981
1448,23204226
1449,23204226
1450,8241511
1451,18689542
1452,20697090
1453,18829560
1454,20141835
1455,15324695
1456,20141835
1457,20141835
1458,22798288
1459,22798288
1460,22798288
1461,22798288
1462,22798288
1463,22805292
1464,26589432
1465,26589432
1466,23775962
1467,26589432
1468,23171796
1469,23171796
1470,23288408
1471,23288408
1472,23414587
1473,18390968
1474,22194965
1475,22194965
1476,24950457
1477,26546616
1478,21483000
1479,23086750
1480,23086750
1481,14726385
1482,26486786
1483,25393796
1484,25393796
1485,24943832
1486,24943832
1487,24943832
1488,24943832
1489,24943832
1490,26589432
1491,23287563
1492,15790433
1493,15900596
1494,26304929
1495,26307133
1496,26307133
1497,26307133
1498,16960151
1499,20728210
1500,24088382
1501,24088382
1502,22294718
1503,22294718
1504,22294718
1505,22294718
1506,22294718
1507,26837699
1508,26124496
1509,24588908
1511,27276561
1512,27276561
1513,27276561
1514,27276561
1515,27276561
1516,27276561
1517,22658127
1518,20696054
1519,21505136
1520,25802883
1521,26000489
1522,25544636
1523,23569316
1524,23569316
1525,24277854
1526,27252418
1527,27252418
1528,27181063
1529,24240112
1530,24240112
1531,24240112
1532,24240112
1533,24504448
1534,24504448
1535,20473330
1536,22383795
1537,24504448
1538,26837699
1539,26837699
1540,26837699
1541,25524798
1542,21997850
1543,27279227
1544,27279227
1545,27279227
1547,27279227
1548,27279227
1549,26787751
1550,26787751
1551,27404270
1552,27404270
1553,27404270
1554,27404270
1555,23969938
1556,23969938
1557,23969938
1558,27137476
1560,23898052
1561,19874578
1562,19874578
1563,16690963
1564,9788599
1565,22162573
1566,21716144
1567,27433843
1568,27433843
1569,27433843
1570,26072686
1571,26072686
1572,18003960
1574,26287849
1575,26287849
1576,26287849
1577,26466010
1578,27093365
1579,26352686
1580,26352686
1581,26359985
1583,24140933
1584,23802768
1585,27288520
1586,27276561
1587,22124213
1588,27325282
1589,27325282
1590,27226433
1591,27460442
1592,26729184
1593,26341751
1594,23329234
1595,20354191
1596,27502722
1597,27499916
1598,26287849
1599,21278246
1600,25002028
1601,26787234
1602,21383288
1603,25766722
1604,23658459
1605,23658459
1606,23658459
1607,25002028
1608,27518686
1609,25002028
1610,21358673
1611,21358673
1612,21358673
1613,21358673
1614,23674493
1615,23724867
1616,23674493
1617,21189378
1618,18281551
1619,19541609
1620,26027660
1621,25982012
1622,25982012
1623,27445490
1624,27445490
1625,19706758
1626,19706758
1627,19706758
1628,24253377
1629,27020857
1630,27020857
1631,24586741
1632,18787170
1633,27022066
1634,27022066
1635,27414035
1636,27414035
1637,26732495
1638,27568520
1639,26061751
1640,26061751
1641,22931316
1642,25294897
1643,27029710
1644,12237773
1645,26428308
1646,25121551
1647,23904111
1648,26936505
1649,24496303
1650,27209210
1651,26845194
1652,27343442
1653,25924824
1654,25502557
1655,27172793
1656,27153245
1657,26207647
1658,25544710
1659,27500726
1660,27500726
1661,26324360
1662,26324360
1663,26314551
1664,24422672
1665,18509184
1666,18509184
1667,27304188
1668,24112705
1669,25515853
1670,27304188
1672,23881929
1673,23881929
1674,23881929
1675,26740259
1676,26740259
1677,25218906
1678,25218906
1679,18951446
1680,27313181
1681,27313181
1682,27313181
1683,27313181
1684,25847936
1685,25847936
1686,22586653
1687,22586653
1688,23348520
1689,27108243
1690,25922291
1691,25922291
1692,25922291
1693,25692060
1694,25636205
1695,25625803
1696,25303977
1697,25186949
1698,24997557
1699,24997557
1700,22810899
1701,22810899
1702,22586653
1703,22586653
1704,22586653
1705,22586653
1706,27276402
1707,22203985
1708,17470858
1709,14993230
1710,24670642
1711,27671675
1712,23793026
1713,27664533
1714,25232318
1715,25232318
1716,24800185
1717,27568520
1724,24550739
1725,27355533
1726,26464169
1727,24185512
1728,27083334
1729,27451907
1730,27451907
1731,27451907
1732,27010960
1733,27718847
1734,26204491
1735,27663592
1736,26124334
1737,12865922
1738,28947956
1739,27391784
1740,23620515
1741,27470558
1742,26359368
1743,24373973
1744,26621817
1745,26674738
1746,27044931
1747,27044931
1748,27044931
1749,20818844
1750,22663011
1751,26422378
1752,3163261
1753,9741544
1754,16258512
1756,27819322
1757,26693073
1758,16088935
1759,16088935
1760,26108461
1761,21177507
1762,21177507
1763,17085664
1764,21172893
1765,26715889
1766,23480694
1767,22238366
1768,20165957
1769,26979979
1770,26182309
1771,19366796
1772,21862407
1773,21862407
1774,24456122
1775,21862407
1776,21862407
1777,24407160
1778,8637704
1779,24407160
1780,26773740
1781,20871596
1782,26773740
1783,10383129
1784,24098545
1785,1568170
1786,26773740
1787,26773740
1788,25111426
1790,25111426
1791,25111426
1792,26313268
1793,25111426
1794,25111426
1795,26313268
1796,25111426
1798,25111426
1799,26773740
1800,23988873
1801,23988873
1802,26173738
1803,23988873
1804,25111426
1805,21584898
1806,25111426
1807,25111426
1808,25111426
1809,26051236
1810,25111426
1811,25111426
1812,25111426
1813,25111426
1814,25111426
1815,25111426
1816,25111426
1817,25111426
1818,25111426
1820,25111426
1821,25111426
1822,25111426
1823,25111426
1824,25111426
1825,25111426
1826,25111426
1827,25111426
1828,10408776
1829,25111426
1830,8956040
1831,25111426
1832,25111426
1833,25111426
1834,25111426
1835,17024664
1836,27626483
1837,25111426
1838,25658984
1839,25111426
1840,25111426
1841,23652803
1842,23652803
1843,23652803
1844,15555571
1845,26689995
1846,24122810
1847,24122810
1848,16307009
1850,26629066
1851,24122810
1852,26629066
1853,24122810
1854,26629066
1856,23800680
1857,7987306
1858,9829912
1859,17224927
1860,17224927
1861,27683556
1862,27159395
1863,24035188
1864,27694386
1865,27694386
1866,26802149
1867,27959700
1868,26565381
1869,26884591
1870,26884591
1871,11830488
1872,11830488
1873,11830488
1874,26884591
1875,11675361
1876,12060124
1877,26674132
1878,26674132
1879,27286459
1880,27286459
1881,25852058
1882,18478040
1887,26712909
1888,22325357
1889,22325357
1890,22325357
1891,25899785
1892,25899785
1893,25899785
1894,25899785
1895,24633157
1896,9435426
1897,27908594
1898,27959684
1899,27959684
1900,26701727
1901,21309036
1902,27729313
1905,27729313
1906,27729313
1907,20124459
1908,27870574
1909,27870574
1910,27870574
1911,27870574
1912,27870574
1913,27870574
1914,8187067
1917,26324363
1918,26324363
1919,26324363
1920,26324363
1921,21309039
1922,27297869
1923,24335962
1924,28211448
1925,28211448
1930,10866302
1931,9331072
1934,9635567
1935,22628360
1936,26444240
1937,20022809
1940,27302369
1942,20151405
1943,20151405
1944,20151405
1945,15932632
1946,15932632
1947,11505222
1948,11536052
1949,12114495
1950,19270817
1951,15932632
1952,24141786
1953,24141786
1958,28029918
1960,26510020
1963,26510020
1971,23729478
1972,8441429
1974,24132921
1975,24132921
1976,24132921
1977,24132921
1979,23729478
1980,26751376
1981,22016507
1984,23559153
1985,27626698
1986,22046346
1987,22046346
1988,22046346
1989,22046346
1990,27179038
1991,27179038
1992,28061634
1993,28223103
1994,27154293
1995,24758907
1996,17356712
1997,17186357
1999,20619739
2001,22392911
2002,20619739
2004,18316791
2008,17409929
2009,19284554
2012,11050000
2013,12483530
2014,16497971
2020,22199315
2022,20453058
2025,19671852
2026,20453058
2034,20453058
2035,21594665
2036,26920887
2037,19223544
2038,23094721
2040,19513541
2041,20453058
2042,19671852
2043,21594665
2045,20453058
2053,21258250
2058,20453058
2062,20453058
2071,20453058
2074,20453058
2078,20453058
2085,20453058
2087,21594665
2089,20453058
2096,20453058
2097,19671852
2098,21594665
2100,17202311
2102,20453058
2103,26920887
2105,17590872
2106,19903786
2115,19001320
2116,19603024
2117,19603024
2118,19603024
2121,19571295
2135,22663011
2137,18682506
2148,19692680
2153,22452896
2156,24755888
2157,26269204
2158,15737014
2159,17020982
2160,18408761
2161,18089823
2162,16818618
2163,18408761
2164,21732342
2165,18408761
2167,19075254
2168,12623848
2169,15930265
2170,19075254
2178,20619739
2181,20619739
2183,22392911
2184,20619739
2187,20619739
2189,20619739
2192,22392911
2193,20619739
2198,20619739
2201,20619739
2204,20619739
2206,22392911
2207,20619739
2209,22392911
2210,20619739
2212,22392911
2213,20619739
2217,20619739
2218,22392911
2219,20619739
2221,23585524
2222,23585524
2223,23585524
2224,23585524
2225,19603018
2231,18316791
2232,18316791
2236,18316791
2240,17409929
2242,22025157
2250,11050000
2251,12483530
2252,16497971
2253,18316791
2257,17409929
2261,11050000
2262,12483530
2263,16497971
2264,18316791
2268,17409929
2269,18316791
2273,17409929
2277,11050000
2278,12483530
2279,16497971
2286,11595686
2292,14514923
2306,14514923
2310,14514923
2327,20975057
2329,23558169
2331,25583779
2332,24333121
2346,26920887
2355,21258250
2361,17590872
2362,19903786
2385,21258250
2417,18955451
2441,18955451
2445,14645423
2448,14645423
2451,14645423
2454,14645423
2460,14645423
2463,14645423
2465,18955451
2466,14645423
2469,14645423
2471,18955451
2472,14645423
2474,18955451
2475,14645423
2477,18955451
2478,14645423
2480,18955451
2481,14645423
2484,14645423
2486,18955451
2487,14645423
2503,21882184
2505,21343559
2506,22663011
2508,20038723
2512,19692680
2513,15329413
2519,22370314
2559,15329413
2621,20038723
2624,15329413
2625,24893891
2626,18408761
2627,18089823
2628,16818618
2629,18408761
2631,18408761
2632,15329413
2634,22370314
2636,12623848
2638,15930265
2640,18191450
2641,19075254
2642,12623848
2644,16772610
2645,19075254
2646,12623848
2647,15930265
2648,19075254
2649,18191450
2650,19075254
2651,12623848
2653,18191450
2654,16772610
2655,19075254
2656,12623848
2657,15930265
2658,18191450
2659,19075254
2660,12623848
2661,15930265
2662,19075254
2663,19075254
2664,12623848
2666,19075254
2667,19075254
2668,12623848
2669,15930265
2670,19075254
2671,18191450
2674,19075254
2675,12623848
2676,15930265
2677,18191450
2679,12623848
2680,15930265
2681,18191450
2682,19075254
2683,12623848
2684,15930265
2685,19075254
2686,18191450
2687,19075254
2688,12623848
2689,15930265
2697,11595686
2745,11595686
2771,11595686
2783,10786679
2784,10786679
2799,14514923
2818,14514923
2819,14514923
2820,14514923
2829,19075254
2830,23585524
2831,23585524
2832,23585524
2835,23585524
2837,23585524
2839,23585524
2840,23585524
2841,23585524
2843,23585524
2845,23585524
2846,23585524
2849,23585524
2850,19075254
2851,16772610
2853,16772610
2854,16772610
2861,16772610
2862,19075254
2863,16772610
2864,19075254
2866,26920887
2867,26920887
2868,27908594
2878,27908594
2879,27908594
2880,27908594
2881,27908594
2882,27908594
2883,27908594
2884,27908594
2886,21642685
2888,19035443
2889,18510589
2892,15824158
2893,16033819
2895,19274060
2896,16467086
2897,17020971
2898,21156401
2899,17442989
2901,21365007
2902,16541434
2903,21331613
2904,19118063
2905,24595080
2906,27211795
2907,23515407
2913,19472011
2915,27535980
2918,16954519
2919,16954519
2920,16954519
2921,16954519
2922,16954519
2923,16954519
2924,16954519
2926,28351930
2927,21993670
2929,25673644
2931,26987942
2933,28148839
2934,23724914
2935,25351745
2936,18632602
2937,28284557
2939,17409929
2940,26193344
2941,26193344
2943,20570890
2948,28183697
2949,28183697
2950,28183697
2951,28183697
2952,28183697
2953,26603524
2955,26216294
2958,28183697
2959,28183697
2960,26546295
2961,26546295
2963,17671205
2964,25730903
2965,26459177
2966,26459177
2967,25730903
2968,17671205
2972,8929264
2973,18832571
2974,18832571
2975,18832571
2976,18832571
2982,27364904
2983,25686104
2984,27489350
2985,27489350
2986,11536052
2987,28183697
2988,25970248
2991,23585477
2993,11595686
2994,24868098
2995,24868098
2996,23982599
2997,23982599
2998,28492898
2999,28453411
3000,28476872
3003,28490518
3004,22046346
3005,22046346
3006,22046346
3007,15256420
3008,15304385
3009,15304385
3010,15304385
3012,23497317
3013,11595686
3014,11595686
3015,28202511
3016,20038723
3017,27283860
3027,27315356
3028,22114577
3029,16046538
3034,17330097
3038,25952648
3039,28489509
3040,28489509
3042,25730903
3043,18832571
3044,18832571
3045,26788326
3046,28486044
3047,28269754
3049,28103611
3690,20619739
3693,25666295
3704,20619739
3710,26161928
