source_gene_entrez_id,target_drug_concept_id,interaction_type,interaction_score,source_db
673,iuphar.ligand:9382,unknown,0.078545507,JAX-CKB
5159,rxcui:282388,unknown,0.096264064,DTC
673,chembl:CHEMBL3545080,unknown,0.5498185469706229,TTD
580,iuphar.ligand:2626,activator,1.193356164447602,GuideToPharmacology
367,chembl:CHEMBL504381,unknown,0.058471794,DTC
4233,ncit:C80058,unknown,0.1842374429322613,TTD
7301,ncit:C98053,unknown,0.039960176,DTC
4313,rxcui:35296,unknown,0.4487835148349957,NCI
2099,rxcui:2555,unknown,0.003384317,PharmGKB
5566,ncit:C65624,unknown,0.090530468,DTC
7153,chembl:CHEMBL594257,unknown,0.9053046764774912,DTC
1649,ncit:C2233,unknown,0.6105543166941221,NCI
5728,iuphar.ligand:7836,unknown,0.1013661606866689,JAX-CKB
4780,chembl:CHEMBL1449651,unknown,0.01049314,DTC
367,rxcui:6818,agonist,0.116943588,ChEMBL
6850,chembl:CHEMBL482967,unknown,0.015466177,DTC
641,chembl:CHEMBL211670,unknown,0.039214094,DTC
4233,ncit:C80058,unknown,0.1842374429322613,CIViC
367,rxcui:3102,unknown,0.007308974,DTC
2064,rxcui:2346,unknown,0.069089041,NCI
7525,ncit:C80867,unknown,0.004589831,DTC
3283,rxcui:38668,unknown,8.751278539282415,TEND
2353,iuphar.ligand:6478,inhibitor,0.7001022831425933,GuideToPharmacology
9817,rxcui:2395271,unknown,0.095468493,JAX-CKB
2719,ncit:C80043,inhibitor,10.50153424713889,ChEMBL
3320,chembl:CHEMBL582983,unknown,0.090530468,DTC
5468,ncit:C83536,modulator,0.210030685,ChEMBL
5290,rxcui:4492,unknown,0.010213911,JAX-CKB
857,rxcui:1310469,unknown,0.3323270331373069,NCI
7253,chembl:CHEMBL15766,unknown,0.1396480617970598,DTC
4582,chembl:CHEMBL2109635,unknown,4.375639269641208,TTD
3417,chembl:CHEMBL1998001,unknown,0.025676123,DTC
1728,chembl:CHEMBL1287895,unknown,2.019525817,DTC
10038,drugbank:DB16063,inhibitor,1.093909817410302,ChEMBL
3417,rxcui:10328,unknown,0.012838061,DTC
6755,rxcui:221130,unknown,0.729273212,TdgClinicalTrial
2324,ncit:C80867,unknown,0.056826484,TdgClinicalTrial
1029,rxcui:1946825,unknown,0.7440358272264402,JAX-CKB
2475,ncit:C88329,inhibitor,0.1056492378987816,ChEMBL
3417,chembl:CHEMBL109317,unknown,0.042793538,DTC
688,iuphar.ligand:10939,blocker,6.563458904461812,GuideToPharmacology
4893,rxcui:1251,unknown,0.010586224,PharmGKB
3845,rxcui:1722365,unknown,0.060772768,OncoKB
6240,rxcui:56946,unknown,0.028598949,CIViC
596,rxcui:4053,unknown,0.055681518,NCI
2030,ncit:C177060,inhibitor,0.059330702,GuideToPharmacology
3320,chembl:CHEMBL1256761,unknown,0.1207072901969988,DTC
7015,chembl:CHEMBL481161,unknown,3.000438356,DTC
1029,rxcui:72965,unknown,0.1121958787087489,CIViC
3716,rxcui:1547545,unknown,0.1935766681500258,CIViC
3326,chembl:CHEMBL454173,unknown,0.08780547,DTC
7150,chembl:CHEMBL1094691,unknown,0.8751278539282416,DTC
1029,rxcui:1946825,unknown,0.7440358272264402,ClearityFoundationBiomarkers
2176,rxcui:6718,unknown,0.5000730593875666,CIViC
4780,rxcui:4109,unknown,0.003934927,DTC
23411,iuphar.ligand:9515,unknown,0.9053046764774912,TTD
217,rxcui:41996,inhibitor,0.054355767,GuideToPharmacology
4286,chembl:CHEMBL125044,unknown,0.1100789753368857,DTC
1956,ncit:C2167,unknown,0.030868707,CIViC
3320,ncit:C171712,unknown,0.003811809,DTC
23081,chembl:CHEMBL1526167,unknown,0.546954909,DTC
3315,iuphar.ligand:2745,unknown,0.1620607136904151,DTC
25,rxcui:662281,inhibitor,0.637458239,MyCancerGenome
367,rxcui:995897,unknown,0.058471794,DTC
6774,chembl:CHEMBL530664,unknown,0.5834185692854944,DTC
1565,iuphar.ligand:2605,unknown,0.022136455,DTC
4780,chembl:CHEMBL578675,unknown,0.00899412,DTC
672,rxcui:1597582,unknown,0.088866948,CIViC
1806,rxcui:10995,unknown,0.3302369260106572,CGI
3417,chembl:CHEMBL15137,unknown,0.014264513,DTC
27,rxcui:1043,inhibitor,0.037398626,GuideToPharmacology
31,iuphar.ligand:10224,agonist,2.282942227638891,GuideToPharmacology
4286,chembl:CHEMBL1478462,unknown,0.4953553890159858,DTC
3417,chembl:CHEMBL515617,unknown,0.025676123,DTC
3418,rxcui:2049873,unknown,2.187819634820604,JAX-CKB
3643,rxcui:1535457,unknown,0.08334551,DTC
5970,rxcui:121243,unknown,0.1651184630053286,DTC
1436,rxcui:2183103,inhibitor,0.3182283105193605,ChEMBL
2263,drugbank:DB16821,unknown,0.6105543166941221,JAX-CKB
6795,ncit:C61587,unknown,1.312691780892362,TTD
367,ncit:C83939,unknown,0.058471794,DTC
332,rxcui:265323,unknown,0.054243462,NCI
213,iuphar.ligand:916,agonist,0.596678082,GuideToPharmacology
5965,rxcui:1546369,unknown,0.015882538,DTC
5294,rxcui:8163,unknown,0.100976291,NCI
367,iuphar.ligand:2745,unknown,0.006496866,DTC
5429,chembl:CHEMBL61133,unknown,0.1017590527823536,DTC
5604,rxcui:2289380,unknown,0.4735540335109532,CGI
238,rxcui:1148495,unknown,2.212697851403848,OncoKB
7297,drugbank:DB17029,unknown,0.019695301,DTC
3791,ncit:C1884,inhibitor,0.085332077,TALC
9817,rxcui:4492,unknown,0.052948912,JAX-CKB
6256,chembl:CHEMBL268291,unknown,0.7001022831425933,DTC
4255,ncit:C902,unknown,3.182283105193606,NCI
5243,ncit:C264,unknown,0.029918901,NCI
5289,ncit:C71704,inhibitor,0.2051080907644316,MyCancerGenome
2263,ncit:C132166,unknown,0.4070362111294147,JAX-CKB
3569,iuphar.ligand:2453,unknown,0.3571950424196904,NCI
7157,chembl:CHEMBL408850,unknown,0.010537361,DTC
1565,rxcui:2592,unknown,0.017709164,DTC
10381,drugbank:DB05903,modulator,0.042689164,ChEMBL
5290,ncit:C64776,unknown,0.030386384,JAX-CKB
1565,chembl:CHEMBL101510,unknown,0.08854582,DTC
5159,rxcui:282388,inhibitor,0.096264064,ChEMBL
25,rxcui:662281,inhibitor,0.637458239,MyCancerGenomeClinicalTrial
7398,drugbank:DB02877,unknown,0.014993624,DTC
1728,rxcui:5650,unknown,0.084146909,PharmGKB
2260,chembl:CHEMBL3545196,inhibitor,0.018874073,ChEMBL
214,rxcui:4492,unknown,0.01131387,CIViC
71,iuphar.ligand:846,agonist,1.500219178,GuideToPharmacology
5243,ncit:C2246,unknown,0.5609793935437446,DTC
2559,rxcui:35185,positive modulator,0.031254566,ChEMBL
3569,rxcui:1546009,unknown,0.3571950424196904,NCI
1630,ncit:C1652,inhibitor,0.5834185692854944,GuideToPharmacology
3417,chembl:CHEMBL546493,unknown,0.025676123,DTC
4780,rxcui:141400,unknown,0.006995426,DTC
369,rxcui:1425098,unknown,0.019093699,CIViC
4524,rxcui:71227,unknown,0.1689436011444482,NCI
5788,ncit:C923,unknown,0.5303805175322677,NCI
5728,ncit:C74072,unknown,0.04344264,ClearityFoundationBiomarkers
367,ncit:C148485,unknown,0.058471794,TTD
90,ncit:C74072,unknown,0.051027863,DTC
9212,drugbank:DB13059,inhibitor,1.175544878411071,TALC
5293,ncit:C91732,inhibitor,0.089298761,MyCancerGenome
3320,rxcui:10395,unknown,0.020117882,DTC
3320,chembl:CHEMBL215853,unknown,0.3621218705909965,DTC
3417,chembl:CHEMBL589694,unknown,0.025676123,DTC
1024,iuphar.ligand:5661,unknown,0.064033745,DTC
558,iuphar.ligand:12320,inhibitor,0.364636606,GuideToPharmacology
5290,ncit:C116876,unknown,0.2991890098899972,TTD
5241,rxcui:31994,unknown,0.6886251965336985,TTD
25,ncit:C62516,unknown,0.3777530304726222,CIViC
4193,chembl:CHEMBL555017,unknown,0.1458546423213736,DTC
3417,rxcui:103,unknown,0.002852903,DTC
2099,rxcui:258494,unknown,0.072165573,FDA
2324,chembl:CHEMBL1516890,unknown,0.00961679,DTC
79728,rxcui:1862579,unknown,0.5966780822238011,CIViC
3791,ncit:C61438,inhibitor,0.7395446652914718,ChEMBL
5965,rxcui:203115,unknown,0.100589408,DTC
595,ncit:C74940,unknown,0.031254566,DTC
5579,rxcui:1242806,unknown,0.2051080907644316,TdgClinicalTrial
2099,chembl:CHEMBL592868,unknown,0.2453629496995069,TdgClinicalTrial
217,rxcui:1043,agonist,0.042276708,GuideToPharmacology
328,rxcui:10328,unknown,0.026385764,DTC
2064,rxcui:121191,unknown,0.2917092846427472,TTD
5965,rxcui:11170,unknown,0.006705961,DTC
328,rxcui:8595,unknown,0.052771529,DTC
2263,drugbank:DB05184,inhibitor,0.1744440904840348,TALC
2099,rxcui:1545992,unknown,0.021335909,PharmGKB
374,rxcui:263034,unknown,0.5250767123569451,CIViC
3326,ncit:C48401,unknown,0.5707355569097228,TdgClinicalTrial
867,rxcui:1940643,unknown,0.3750547945406749,JAX-CKB
673,rxcui:318341,unknown,0.9010915075351876,CIViC
2475,ncit:C74072,unknown,0.052824619,TTD
2263,rxcui:1592736,inhibitor,0.1465330360065893,ClearityFoundationClinicalTrial
5605,drugbank:DB12241,inhibitor,0.7160136986685613,ClearityFoundationClinicalTrial
7157,rxcui:155036,unknown,0.019318496,DTC
1956,rxcui:1940642,unknown,0.1852122442176172,TTD
8503,drugbank:DB14980,inhibitor,0.1875273972703375,ChEMBL
2348,iuphar.ligand:6542,inhibitor,2.917092846427472,GuideToPharmacology
1019,drugbank:DB08142,inhibitor,0.039688338,ChEMBL
3454,chembl:CHEMBL2108506,unknown,1.458546423213736,TdgClinicalTrial
29126,ncit:C126113,unknown,0.6177373086552294,JAX-CKB
2324,ncit:C77876,inhibitor,0.2500365296937833,MyCancerGenome
5429,chembl:CHEMBL290914,unknown,0.025439763,DTC
3091,rxcui:4453,unknown,0.009529523,DTC
1565,chembl:CHEMBL1256835,unknown,0.029515273,DTC
4780,rxcui:29903,unknown,0.062958838,DTC
4780,chembl:CHEMBL586061,unknown,0.031479419,DTC
355,rxcui:10753,unknown,0.019896806,NCI
25,ncit:C170049,inhibitor,0.031479419,GuideToPharmacology
4233,rxcui:328134,unknown,0.029416062,CIViC
2263,ncit:C76199,inhibitor,0.1088116604009326,TALC
4089,rxcui:318341,unknown,0.2917092846427472,CIViC
7157,rxcui:2623,unknown,0.006265458,DTC
4780,iuphar.ligand:2745,unknown,0.006995426,DTC
4914,rxcui:2670644,unknown,0.1307787577476824,CIViC
4233,rxcui:2289380,unknown,0.015153729,CIViC
328,iuphar.ligand:1710,agonist,0.087952548,GuideToPharmacology
605,rxcui:29365,agonist,0.9376369863516876,GuideToPharmacology
23152,rxcui:1147220,unknown,0.4861821410712454,CIViC
3716,ncit:C177760,inhibitor,0.2419708351875322,ChEMBL
4893,rxcui:40048,unknown,0.00962384,PharmGKB
3558,rxcui:1919083,unknown,0.045579576,NCI
2099,chembl:CHEMBL3545274,agonist,0.2453629496995069,ChEMBL
3480,ncit:C71531,inhibitor,0.8255923150266431,TALC
5429,chembl:CHEMBL582593,unknown,0.305277158,DTC
5296,ncit:C71705,inhibitor,0.1583941817064691,ChEMBL
2559,rxcui:4177,positive modulator,0.1103102336884338,ChEMBL
3559,chembl:CHEMBL42115,unknown,0.1715936968486748,NCI
861,chembl:CHEMBL313737,unknown,0.150021918,DTC
1956,chembl:CHEMBL2109389,inhibitor,0.5556367326528519,TALC
5594,iuphar.ligand:377,unknown,0.033338204,DTC
367,rxcui:10328,unknown,0.005847179,DTC
217,rxcui:10239,inhibitor,0.081533651,GuideToPharmacology
1956,chembl:CHEMBL29197,unknown,0.069454592,DTC
2099,chembl:CHEMBL3545274,unknown,0.2453629496995069,TdgClinicalTrial
8451,rxcui:10432,inhibitor,0.3547815624033412,ChEMBL
7153,ncit:C170020,inhibitor,0.2263261691193728,ChEMBL
240,rxcui:588003,unknown,0.4412409347537352,TdgClinicalTrial
6772,chembl:CHEMBL85826,unknown,0.9723642821424908,DTC
367,chembl:CHEMBL114957,unknown,0.058471794,DTC
3932,drugbank:DB11913,unknown,0.039598545,DTC
367,rxcui:53692,unknown,0.011694359,DTC
1021,ncit:C74940,unknown,0.5834185692854945,DTC
3082,iuphar.ligand:10363,unknown,1.944728564284981,GuideToPharmacology
7157,rxcui:1424911,unknown,0.012878997,JAX-CKB
6256,chembl:CHEMBL451158,unknown,2.100306849,DTC
213,ncit:C65503,unknown,0.03409589,TTD
8438,chembl:CHEMBL12014,unknown,0.1750255707856483,DTC
1019,rxcui:31765,unknown,0.036237178,NCI
5294,drugbank:DB05210,unknown,0.067317527,TTD
1027,rxcui:480167,unknown,0.094099769,CIViC
3791,iuphar.ligand:8353,unknown,0.019461702,DTC
6311,ncit:C76761,unknown,0.013286354,DTC
3066,ncit:C62521,unknown,0.3906820776465364,CIViC
1020,chembl:CHEMBL1516890,unknown,0.018359326,DTC
2189,iuphar.ligand:11274,inhibitor,2.386712328895204,GuideToPharmacology
4915,rxcui:2104548,inhibitor,0.364636606,ChEMBL
6311,rxcui:11199,unknown,0.010629083,DTC
25,chembl:CHEMBL379975,unknown,0.008585296,DTC
51107,ncit:C96305,inhibitor,0.9376369863516876,ChEMBL
55193,rxcui:357977,unknown,0.1691976516724849,JAX-CKB
5294,rxcui:253182,unknown,0.038104261,NCI
931,rxcui:262323,antibody,5.834185692854944,MyCancerGenome
2324,ncit:C77876,inhibitor,0.2500365296937833,TALC
5595,ncit:C74059,unknown,0.1415301111474245,TdgClinicalTrial
1565,rxcui:1658314,unknown,0.050597611,FDA
7398,iuphar.ligand:10346,unknown,0.050978322,DTC
367,rxcui:4109,unknown,0.003654487,DTC
25,rxcui:282388,unknown,0.1108075556053025,NCI
58,iuphar.ligand:755,agonist,2.019525817,GuideToPharmacology
25,ncit:C71717,unknown,0.008394512,DTC
605,iuphar.ligand:2787,agonist,3.750547945,GuideToPharmacology
1026,ncit:C1410,unknown,0.6775183385250904,NCI
596,rxcui:227239,unknown,0.027840759,NCI
3417,ncit:C171712,unknown,0.001351375,DTC
5788,rxcui:203152,unknown,0.4861821410712453,DTC
545,rxcui:11170,blocker,0.038894571,GuideToPharmacology
4893,ncit:C71531,unknown,0.1411496538593938,JAX-CKB
7157,rxcui:39937,unknown,0.04636439,NCI
5604,rxcui:2289380,unknown,0.4735540335109532,CIViC
2475,rxcui:1098413,unknown,0.006375385,DTC
4233,ncit:C62437,inhibitor,3.500511415712966,CancerCommons
3315,ncit:C71740,inhibitor,4.375639269641208,CancerCommons
5293,drugbank:DB15029,inhibitor,0.1041818873724097,ChEMBL
675,ncit:C60768,unknown,0.3860858179095183,CGI
867,rxcui:1546019,unknown,0.1022876712383659,CGI
673,rxcui:318341,unknown,0.9010915075351876,CGI
8569,ncit:C125062,inhibitor,26.25383561784724,ChEMBL
2260,ncit:C95726,unknown,0.2944355396394084,CGI
2776,rxcui:2289380,unknown,4.773424657790409,CGI
2767,rxcui:2289380,unknown,1.750255707856483,CGI
3091,rxcui:357977,unknown,0.007390242,CGI
3716,rxcui:1193326,unknown,1.494525746746522,CGI
3845,rxcui:1299922,unknown,0.013179636,CGI
4297,ncit:C103179,unknown,1.640864726115453,CGI
3845,ncit:C69145,unknown,0.091159151,CGI
4763,rxcui:1546019,unknown,0.0296486,CGI
53353,wikidata:Q29004943,unknown,4.375639269641208,CGI
6794,rxcui:1299922,unknown,0.043629141,CGI
7248,rxcui:141704,unknown,2.625383561784725,CGI
1956,ncit:C2733,inhibitor,0.6945459158160648,TALC
5468,rxcui:52582,agonist,0.038187397,ChEMBL
3815,rxcui:714438,inhibitor,0.043629141,ChEMBL
5241,rxcui:22656,agonist,0.8607814956671229,ChEMBL
2903,rxcui:152761,inhibitor,0.03043923,ChEMBL
3791,rxcui:714438,inhibitor,0.070129236,ChEMBL
367,rxcui:31494,agonist,0.09745299,ChEMBL
3717,ncit:C116857,unknown,0.760980743,JAX-CKB
5159,rxcui:282388,unknown,0.096264064,CIViC
5594,drugbank:DB12429,unknown,0.016669102,TTD
2559,rxcui:2356,positive modulator,0.089298761,ChEMBL
2559,rxcui:91185,positive modulator,0.039068208,ChEMBL
5605,rxcui:1722365,unknown,0.3314878234576672,OncoKB
2324,rxcui:714438,inhibitor,0.09699693,MyCancerGenomeClinicalTrial
25,rxcui:1242999,unknown,0.051511777,PharmGKB
672,rxcui:1597582,unknown,0.088866948,CGI
1024,drugbank:DB12686,inhibitor,0.1250182648468916,ChEMBL
6334,rxcui:20859,blocker,0.068458502,ChEMBL
2263,rxcui:1592736,inhibitor,0.1465330360065893,ChEMBL
3845,rxcui:1597373,inhibitor,0.2734774543525755,ChEMBL
10013,ncit:C104008,inhibitor,0.046965717,ChEMBL
5290,ncit:C104008,inhibitor,0.02804897,ChEMBL
5291,ncit:C104008,inhibitor,0.032055965,ChEMBL
2475,iuphar.ligand:12616,inhibitor,0.049302978,ChEMBL
10000,drugbank:DB12745,inhibitor,0.096521454,ChEMBL
5579,drugbank:DB12745,inhibitor,0.1930429089547592,ChEMBL
9212,iuphar.ligand:5691,inhibitor,0.097962073,ChEMBL
2322,iuphar.ligand:5691,inhibitor,0.2430910705356226,ChEMBL
5295,ncit:C116877,inhibitor,0.1223955040459079,ChEMBL
595,ncit:C141431,inhibitor,1.250182648468916,ChEMBL
5293,ncit:C71704,inhibitor,0.1041818873724097,ChEMBL
5294,ncit:C71704,inhibitor,0.075732218,ChEMBL
5965,chembl:CHEMBL1458880,unknown,0.027433475,DTC
6334,ncit:C80997,blocker,0.017799211,ChEMBL
1956,rxcui:1721560,inhibitor,0.1481697953740938,ChEMBL
2322,rxcui:2595243,inhibitor,0.2520944435184235,ChEMBL
5159,ncit:C1868,inhibitor,0.1458546423213736,ChEMBL
6850,rxcui:2044896,inhibitor,3.000438356,ChEMBL
6334,chembl:CHEMBL2107771,blocker,0.044498026,ChEMBL
2065,ncit:C78853,inhibitor,1.372749574789398,ChEMBL
10381,ncit:C2503,inhibitor,0.037666909,ChEMBL
2064,ncit:C2658,modulator,0.2302968036653267,ChEMBL
2559,ncit:C2484,positive modulator,0.039068208,ChEMBL
933,ncit:C1887,inhibitor,14.58546423213736,ChEMBL
2346,chembl:CHEMBL2109559,binder,1.944728564284981,ChEMBL
960,ncit:C175749,binder,2.763561643983921,ChEMBL
3845,ncit:C152411,inhibitor,0.546954909,ChEMBL
2913,rxcui:35636,unknown,0.2351089756822141,PharmGKB
7039,ncit:C188574,inhibitor,6.563458904461812,ChEMBL
1499,drugbank:DB15034,inhibitor,0.3977853881492007,ChEMBL
695,ncit:C175775,inhibitor,1.029562181092049,ChEMBL
29126,ncit:C162504,inhibitor,1.853211925965688,ChEMBL
142,chembl:CHEMBL3527000,inhibitor,0.7001022831425933,ChEMBL
9294,rxcui:2610292,binder,1.500219178,ChEMBL
3717,ncit:C177760,inhibitor,0.081533651,ChEMBL
894,rxcui:1946825,unknown,0.5527123287967842,ClearityFoundationBiomarkers
1019,rxcui:1946825,unknown,0.3070624048871023,ClearityFoundationBiomarkers
896,rxcui:1946825,unknown,0.5527123287967842,ClearityFoundationBiomarkers
328,chembl:CHEMBL170405,unknown,0.087952548,DTC
2064,rxcui:121191,unknown,0.2917092846427472,ClearityFoundationBiomarkers
5241,rxcui:84857,unknown,0.1324279224103266,ClearityFoundationBiomarkers
5295,rxcui:2169285,unknown,0.1154014752432846,ClearityFoundationBiomarkers
5241,rxcui:10324,unknown,0.066213961,ClearityFoundationBiomarkers
208,ncit:C90581,inhibitor,0.364636606,ClearityFoundationClinicalTrial
5728,drugbank:DB11974,unknown,0.088695391,ClearityFoundationBiomarkers
2260,rxcui:1592736,inhibitor,0.1374032518317239,ClearityFoundationClinicalTrial
2322,rxcui:495881,unknown,0.179119736,COSMIC
1956,rxcui:1430438,unknown,1.184383561707394,COSMIC
5347,rxcui:1368374,unknown,0.007292732,DTC
4297,rxcui:10878,unknown,0.1640864726115453,DTC
5429,drugbank:DB16770,unknown,0.016067219,DTC
4780,chembl:CHEMBL225257,unknown,0.031479419,DTC
6714,ncit:C80867,unknown,0.017679351,DTC
4780,chembl:CHEMBL296021,unknown,0.031479419,DTC
7150,chembl:CHEMBL1095026,unknown,0.8751278539282416,DTC
5468,chembl:CHEMBL1313005,unknown,0.210030685,DTC
5893,chembl:CHEMBL493863,unknown,0.03729238,DTC
3417,rxcui:82130,unknown,0.064190307,DTC
3091,chembl:CHEMBL2177349,unknown,0.3621218705909965,DTC
367,chembl:CHEMBL517449,unknown,0.058471794,DTC
4780,chembl:CHEMBL582878,unknown,0.062958838,DTC
4088,chembl:CHEMBL433680,unknown,0.057322785,DTC
7253,iuphar.ligand:11149,unknown,0.069824031,DTC
6311,rxcui:7816,unknown,0.016352436,DTC
4916,iuphar.ligand:5661,unknown,0.029783137,DTC
5594,chembl:CHEMBL581194,unknown,0.060008767,DTC
367,chembl:CHEMBL571700,unknown,0.007308974,DTC
9429,rxcui:53654,unknown,0.07458476,DTC
4780,rxcui:31782,unknown,0.01049314,DTC
7157,chembl:CHEMBL600347,unknown,0.1159109740302306,DTC
4088,rxcui:35100,unknown,0.020844649,DTC
641,chembl:CHEMBL601757,unknown,0.021240967,DTC
7398,rxcui:33764,unknown,0.02832129,DTC
328,chembl:CHEMBL1440119,unknown,0.023987059,DTC
4221,rxcui:10328,unknown,0.1591141552596803,DTC
1786,rxcui:15657,unknown,0.1909369863116163,TdgClinicalTrial
8202,chembl:CHEMBL1972216,unknown,2.625383561784724,DTC
7398,chembl:CHEMBL1235966,unknown,0.042481935,DTC
598,chembl:CHEMBL551288,unknown,7.501095891,DTC
3417,rxcui:2174385,unknown,0.032095154,DTC
8019,rxcui:596,unknown,0.1403948428761885,DTC
2099,chembl:CHEMBL454173,unknown,0.018874073,DTC
367,ncit:C986,unknown,0.014617949,DTC
7494,iuphar.ligand:6287,unknown,0.1640864726115453,DTC
328,chembl:CHEMBL116955,unknown,0.01759051,DTC
5347,drugbank:DB15579,unknown,0.020836377,DTC
3417,chembl:CHEMBL1466186,unknown,0.016047577,DTC
367,rxcui:31805,unknown,0.035083077,DTC
640,chembl:CHEMBL1516890,unknown,0.019233579,DTC
4221,chembl:CHEMBL429095,unknown,0.031822831,DTC
5347,chembl:CHEMBL119878,unknown,0.041672755,DTC
5241,rxcui:6373,unknown,0.49187514,TEND
4780,ncit:C66165,unknown,0.007869855,DTC
6311,chembl:CHEMBL86464,unknown,0.017715139,DTC
367,rxcui:3322,unknown,0.002016269,DTC
367,rxcui:114979,unknown,0.002248915,DTC
207,chembl:CHEMBL1086397,unknown,1.479089330582943,DTC
5979,iuphar.ligand:5663,unknown,0.028184472,DTC
367,chembl:CHEMBL76012,unknown,0.029235897,DTC
5965,iuphar.ligand:2669,unknown,0.027433475,DTC
5594,rxcui:3363,unknown,0.050007306,DTC
4780,rxcui:1788868,unknown,0.012591768,DTC
3791,rxcui:357977,unknown,0.09055649,DTC
7525,chembl:CHEMBL272026,unknown,0.252440727,DTC
367,rxcui:861640,unknown,0.029235897,DTC
367,chembl:CHEMBL28971,unknown,0.058471794,DTC
4780,chembl:CHEMBL593366,unknown,0.031479419,DTC
4000,chembl:CHEMBL328710,unknown,1.591141552596803,DTC
55193,ncit:C185868,unknown,5.527123287967842,JAX-CKB
367,ncit:C29020,unknown,0.014617949,DTC
3326,chembl:CHEMBL468439,unknown,2.282942227638891,DTC
5243,rxcui:68139,unknown,0.064111931,PharmGKB
367,drugbank:DB07080,unknown,0.003654487,DTC
4780,chembl:CHEMBL591370,unknown,0.012591768,DTC
7157,rxcui:142433,unknown,0.011591097,DTC
6311,chembl:CHEMBL1212972,unknown,0.016352436,DTC
7398,chembl:CHEMBL173530,unknown,0.014160645,DTC
120892,ncit:C74072,unknown,0.042863405,DTC
4088,ncit:C171712,unknown,0.002413591,DTC
1565,rxcui:1043,unknown,0.003279475,DTC
5965,drugbank:DB04302,unknown,0.060353645,DTC
1499,chembl:CHEMBL2172378,unknown,1.591141552596803,DTC
247,rxcui:5293,unknown,0.018560506,DTC
3417,chembl:CHEMBL530609,unknown,0.025676123,DTC
4088,chembl:CHEMBL464658,unknown,0.057322785,DTC
4255,chembl:CHEMBL485756,unknown,4.773424657790409,DTC
4780,chembl:CHEMBL148831,unknown,0.031479419,DTC
7157,chembl:CHEMBL429095,unknown,0.002318219,DTC
5965,rxcui:10638,unknown,0.016764901,DTC
14,iuphar.ligand:350,inhibitor,0.5527123287967841,GuideToPharmacology
2099,rxcui:1368476,unknown,0.03505185,DTC
672,chembl:CHEMBL588683,unknown,0.1396480617970598,DTC
4780,rxcui:235559,unknown,0.004842988,DTC
2932,iuphar.ligand:5269,unknown,0.039361073,DTC
