candidate_id,regimen_id,component_count,components,semantics_status,limitations
GCA3-6804f5ac38ae5aa124f454ea,RGM-74036281267d7d71a684,2,TAMOXIFEN|FULVESTRANT,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-852877a95515a32e4b575481,RGM-02d59e75e54b38d0f9da,2,TAMOXIFEN|FULVESTRANT,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-22bf458b3de2805f8cc08014,RGM-55a91652fcc6e2afde14,2,TAMOXIFEN|FULVESTRANT,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-70af22449a4f6e18789b8a3b,RGM-200e0e0f82cfda86b1d6,2,FULVESTRANT|TAMOXIFEN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-f03ebe99b08418dd726d0716,RGM-3f1a50a7c863587194a3,2,PONATINIB|PAZOPANIB HYDROCHLORIDE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-23cb72dd6db1e22fce4bfc66,RGM-a9c7a056f8f316d8a487,2,BORTEZOMIB|FASUDIL HYDROCHLORIDE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-d8ae2956d207620f49e99d7d,RGM-30922efb6b01ad6904f1,3,IMATINIB|NILOTINIB|DASATINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-227a04e82aba5ac1f6f48fae,RGM-96a2746bcbdd1fd545dc,2,SELUMETINIB SULFATE|DACTOLISIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-c1776106c1cb784d4b8a287f,RGM-2f94771d438252a9fdc5,2,PANITUMUMAB|CETUXIMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-b192ec6ed7f8ed6842fa8c5a,RGM-7d3528bf066500fc1542,2,PANITUMUMAB|CETUXIMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-7863c56be8feab3ef7390db8,RGM-a9f0dba98418a21e82df,2,IMATINIB|GW-2580,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-c8ce67da26e2d1afc26669eb,RGM-6ba8100eee532add7335,2,ERLOTINIB|GEFITINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-334e8ff4cc0d3d087dc7718a,RGM-bf0dc651ddd0952026e6,2,LINSITINIB|CABAZITAXEL,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-cfcfdc7bf728cbcb88caae55,RGM-aac0c1a45ec6b13c2de6,2,APALUTAMIDE|ENZALUTAMIDE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-fc3fe3efbdb0f7b9c9a28852,RGM-ba60b3f571d45b0d1d1d,2,NU-7441|KU-0060648,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-73056e9f1026dcf96da7a1e7,RGM-e3e36efa560bac219928,2,ALISERTIB|CISPLATIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-9eda7267901482e3096d89d5,RGM-40ab85695a376277ad29,2,EXEMESTANE|TAMOXIFEN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-f90fa31d3c1c2994b5313295,RGM-57a7950a6f26468f7a78,2,TRAMETINIB|GEMCITABINE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-e2ca4b770c95ba96bb8e6a9f,RGM-6b93b228aeacb4ab7c61,2,MERCAPTOPURINE|THIOGUANINE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-e464e9ff30f6b75bf5465b31,RGM-a8f32de30c75fcf36b74,2,THIOGUANINE|MERCAPTOPURINE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-c86bb44bea81fd93b301ce2e,RGM-b271bfbeebd637aedb07,2,MERCAPTOPURINE|THIOGUANINE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-8f8ad800c689da9327bcf3c9,RGM-9e9c5bfeefade8a5d493,2,GEFITINIB|MULTIKINASE INHIBITOR AEE788,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-8d0e1f44c87f7666338ba0cb,RGM-4ba9127e60ae988d15ea,2,CISPLATIN|CARBOPLATIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-12131e3d766cb465690b13e4,RGM-99f0b2984170f053ddc5,2,GEMCITABINE|VINORELBINE TARTRATE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-1c086fb9dade2e0046990eda,RGM-fecfd89c6038ab53de0b,3,CARBOPLATIN|CISPLATIN|PACLITAXEL,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-43762cc1a597dcf6e6f71509,RGM-d326e6c3acc49ff7df57,2,CARBOPLATIN|PACLITAXEL,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-9c528a7b4aa26364ab10159e,RGM-043707a5143d184f9e45,2,CISPLATIN|CARBOPLATIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-c489fa2e5b47da987b8ebf4b,RGM-89ffefa743c045733c8c,2,CARBOPLATIN|CISPLATIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-b5a0dc12d8729c756d259cad,RGM-a7910913f182d7f165ff,2,PACLITAXEL|CARBOPLATIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-b6785b9564844e2a04c29bb6,RGM-4a7d47d12eca01f91c3a,2,FLUOROURACIL|IRINOTECAN HYDROCHLORIDE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-d7eb2532b87da1cb29d48944,RGM-98283d92ae4b5b885ac9,3,FLUOROURACIL|PLATINUM COMPOUND|CETUXIMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-9a21bb47e6e3700342c98f0d,RGM-85de90e800e58c15f98a,5,BINIMETINIB|MIRDAMETINIB|EVEROLIMUS|SELUMETINIB SULFATE|MTOR KINASE INHIBITOR AZD8055,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-cf5289af1ec708dd71921ee0,RGM-21ac13dea4a8e31ead73,2,PEMBROLIZUMAB|NIVOLUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-9db7de3754c7145466093e02,RGM-903a44583e1d45a25b29,2,EVEROLIMUS|PAZOPANIB HYDROCHLORIDE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-032d9ae710e1fd5be8de7c91,RGM-69410ad295afc7651a48,2,AKT INHIBITOR MK2206|PICTILISIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-fa9f128d56a9451e7314c25a,RGM-27af03e730f1557383f5,2,CAPIVASERTIB|PI3K/BET INHIBITOR LY294002,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-46d151e29e98a4cb53cccc5b,RGM-f58a7a833f17d6be21b5,3,BUPARLISIB|PACLITAXEL|CARBOPLATIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-2c715de3f6de47b14153ab9c,RGM-342e1c93554f83590399,2,CETUXIMAB|PANITUMUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-195362c716f962de62ccf7db,RGM-ceba512dcdf2c27c5fd8,2,PANITUMUMAB|CETUXIMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-c32dba18f757f380ee57a852,RGM-9d69919ea4f33e2583e1,2,CAPIVASERTIB|PI3K/BET INHIBITOR LY294002,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-ea4853e31d5275c9919e9fe8,RGM-dcc90e5da0876f35ad52,2,SELUMETINIB SULFATE|PICTILISIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-853f1e5cf2f0f38dc0b3323d,RGM-35fdcac1f1b1f0ebc636,2,PEMBROLIZUMAB|NIVOLUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-7b73b3f14a1249e99546bda4,RGM-b9d4bf0dc531917a0fdb,4,GEMCITABINE|CARBOPLATIN|CISPLATIN|PACLITAXEL,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-8e3a396f9e8b689f190df817,RGM-b51827b4fe0a3a76aefc,2,DOVITINIB|PD173074,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-febf6b7fbaf5e0de2f4e5d4d,RGM-4dba429718cef866f748,3,PD173074|DOVITINIB|TYROSINE KINASE INHIBITOR SU5402,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-3c1da8fd485f3c00ee6121cd,RGM-ef96c796e9ac848c1726,2,GEMCITABINE|PLATINUM COMPOUND,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-82d0429c1c17a6db0494c91c,RGM-dc28aaaa5b3462ae607d,2,PANITUMUMAB|CETUXIMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-1af918636160d594384a9946,RGM-93aea87854375b933a49,3,LEVOLEUCOVORIN|IRINOTECAN HYDROCHLORIDE|FLUOROURACIL,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-f0a51d27a97eba1c7fa0e92e,RGM-cd5e174af7437f05b0d5,2,TAMOXIFEN|AMINOGLUTETHIMIDE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-20e3193b8850b8a97155d4c8,RGM-34e0cad3fb3e4d630d1e,4,OXALIPLATIN|LEVOLEUCOVORIN|IRINOTECAN HYDROCHLORIDE|FLUOROURACIL,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-f38a3e7d93fa29eb6205cc11,RGM-323736636412f4d93798,2,SUNITINIB|SORAFENIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-bdff12f3a7548a55017a14a4,RGM-1a691d7e3eee5027071a,2,VINORELBINE TARTRATE|CISPLATIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-fd0070db98d75a44f489f67a,RGM-c23e1a8a86d22be81a17,3,CRIZOTINIB|LUMINESPIB|CERITINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-61f190d302f3927b90f98eee,RGM-204b8162761fd169331a,2,CETUXIMAB|PANITUMUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-93da1e78ad18f6ea3fd9638c,RGM-4d8dc5286f6591a2d87b,2,TRASTUZUMAB|LAPATINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-ddd41be7e03e4e309c83833d,RGM-8103a8336745fa170ecd,2,VEMURAFENIB|DABRAFENIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-45443d0dc0a17b275bbff042,RGM-1575dd48fc1b98e2c8bc,3,CETUXIMAB|CAPECITABINE|OXALIPLATIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-b446c1bcbc2866debb2d31b2,RGM-0f63cbef9d9c2b9d7127,3,TRASTUZUMAB|AFATINIB|LAPATINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-e738d01770eba5c83a53d04d,RGM-1a4f45f459e010b8a1a6,2,CISPLATIN|FLUOROURACIL,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-a6675e876850375aeee82cdd,RGM-22de224f2001f7f7dd54,2,TEMSIROLIMUS|RIDAFOROLIMUS,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-f0cdbd6621f8910009d4a0e5,RGM-76d1ab5608c36cbcbe92,2,TEMSIROLIMUS|RIDAFOROLIMUS,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-2ac1931688df544432b6937c,RGM-f2ed1a443d616770f223,2,TEMSIROLIMUS|RIDAFOROLIMUS,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-7aede05795a358e8367094a2,RGM-5cd902c381dfffa639bf,3,CAPECITABINE|CETUXIMAB|OXALIPLATIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-d7c1bf9f188379cda2cf5ed7,RGM-d7defd4242c5fcf4db9f,3,CYTARABINE HYDROCHLORIDE|GEMCITABINE|DOXORUBICIN HYDROCHLORIDE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-f4f8fe0c387f06fed0a5859d,RGM-6aef47310ef70df012ec,2,DOXORUBICIN HYDROCHLORIDE|SALINOMYCIN,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-1c09c9076de879218aeb5698,RGM-b0f8d968037d41f01448,3,CARBOPLATIN|CYCLOPHOSPHAMIDE|TOPOTECAN HYDROCHLORIDE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-c0414adef10a3f1e4d246807,RGM-1c389f409f26544c5c59,2,IMATINIB|PICTILISIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-22302801863d2ada5c9afb58,RGM-1c42ec011c33418a3497,2,GEFITINIB|ERLOTINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-21ff0187906ed4edad10fb25,RGM-06392e418de2ae7337ff,3,WYE-354|MTOR KINASE INHIBITOR PP242|DACTOLISIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-08e4cdd584668e62d383a552,RGM-15556510f63bb46d0306,2,DASATINIB|CETUXIMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-28e47745e35ccbc42fde7398,RGM-f9ac8bfdf472b290c780,2,MONOMETHYL AURISTATIN E|PACLITAXEL,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-6cd888e96e507cd0e991d825,RGM-cf5c0a6caaa20471df88,2,AFATINIB|SIROLIMUS,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-248509a8916227fb17126d8f,RGM-c957a47ed1744d6c9105,2,OSIMERTINIB|ROCILETINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-925c3e8ee4043b430e88cb35,RGM-ebd833af919c07d719cd,2,GEFITINIB|ERLOTINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-1fd84d07f25892d1307c1538,RGM-28a96b6363dbb8283ee9,2,LESTAURTINIB|LAROTRECTINIB SULFATE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-298885a7b79db5c8653a07b8,RGM-2cc61ff50382f7bdeb5b,3,PEMBROLIZUMAB|NIVOLUMAB|ATEZOLIZUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-b90a241a208bf3ca853ab8a4,RGM-9e62d4f280058d351499,2,SELUMETINIB SULFATE|B-RAF/VEGFR-2 INHIBITOR RAF265,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-44d0c71d8e578fe90625dc48,RGM-d544bab65e05fa643da8,2,SELUMETINIB SULFATE|B-RAF/VEGFR-2 INHIBITOR RAF265,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-3f072985ed9be1d8a643a454,RGM-74867e8f068a6ed32ff7,2,TRAMETINIB|AFATINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-19af05491036d19f7daac381,RGM-433ae66337adf8285f07,2,AFATINIB|TRAMETINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-09ecbd15ad34a2762c98d0a2,RGM-65f5d34c2fbbb6e55182,2,EVEROLIMUS|BINIMETINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-ad9729bfaa0a303b191119a7,RGM-b1deec809b96ee22b2d3,2,PI3KBETA INHIBITOR AZD8186|SCH772984,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-e6606ca892f71e9619577eb3,RGM-530b7820390b1d788de4,2,TEPROTUMUMAB|SELUMETINIB SULFATE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-620e9b86d74105ff450b8d3d,RGM-df107c76c7fdbbbfc55f,2,DACTOLISIB|SELUMETINIB SULFATE,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-3b4f986b0c70a70e58bb54c6,RGM-b1df3d9fda242447aeef,2,LAPATINIB|TRASTUZUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-8165a9dcac9ba664a03bd65a,RGM-55de715eca81fff9af01,2,LAPATINIB|TRASTUZUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-78a178f065f296c5356e5d60,RGM-5be5b7f2dc4d995981cd,2,LAPATINIB|TRASTUZUMAB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-bc45466f1906ddb5b1bf6520,RGM-c53f3deacb086f662423,2,TRASTUZUMAB|LAPATINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-f5597499b9c790128ce10b76,RGM-3b018303207d6d86c1cb,2,TRASTUZUMAB|AFATINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
GCA3-c60556e4602c56fb2d2a28f6,RGM-9a3a8c76886c2dcf838b,3,LAROTRECTINIB SULFATE|CRIZOTINIB|LESTAURTINIB,SEMANTICS_UNAVAILABLE_IN_SOURCE,REGIMEN_SEMANTICS_UNAVAILABLE_IN_EXPORT
