candidate_id,structure,semantics_status,component_count,components,regimen_id,roles
GCA3-2f741f597c67a77c1c2e281d,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,ERLOTINIB|GEFITINIB,RGM-26fe82d3c2849f4c4881,UNKNOWN
GCA3-8a1492d45bb2b48c62cebda6,SINGLE_AGENT,NOT_APPLICABLE,1,CETUXIMAB,RGM-1ac057e23d337e1b77c9,UNKNOWN
GCA3-c47d375fec938f0718c53e9b,SINGLE_AGENT,NOT_APPLICABLE,1,ALECTINIB HYDROCHLORIDE,RGM-de906dd7045382ac2b3a,UNKNOWN
GCA3-d363f321cf6bda7385b65dd0,SINGLE_AGENT,NOT_APPLICABLE,1,CRIZOTINIB,RGM-a96752ad914b9d1f5ed3,UNKNOWN
GCA3-0ce741728688a8e1a793810e,SINGLE_AGENT,NOT_APPLICABLE,1,ALK INHIBITOR TAE684,RGM-c2e8259eb055f44cde72,UNKNOWN
GCA3-576db68b103450a7dfcbea98,SINGLE_AGENT,NOT_APPLICABLE,1,SORAFENIB,RGM-4d674e9eb433b6dc6af7,UNKNOWN
GCA3-65c77510ab3f707a7f1c0cfa,SINGLE_AGENT,NOT_APPLICABLE,1,TRAMETINIB,RGM-101c771ee65a9c96e71c,UNKNOWN
GCA3-ff58c5adaf501df494063916,SINGLE_AGENT,NOT_APPLICABLE,1,DASATINIB,RGM-33b15ad6f757c8cd7a5e,UNKNOWN
GCA3-051a3505df08a48bc8174ecd,SINGLE_AGENT,NOT_APPLICABLE,1,CRENOLANIB,RGM-4d98d94fddd66ef3a958,UNKNOWN
GCA3-bf2f6a25257a6131afb003e4,SINGLE_AGENT,NOT_APPLICABLE,1,CRENOLANIB,RGM-33aef19bb7b6c7874c6c,UNKNOWN
GCA3-5033cd7dca17fee23d747057,SINGLE_AGENT,NOT_APPLICABLE,1,CRENOLANIB,RGM-a1b744d793585b157061,UNKNOWN
GCA3-da9300b4fa764120262f2ae3,SINGLE_AGENT,NOT_APPLICABLE,1,CRENOLANIB,RGM-f56997fc2dd7add3aaa4,UNKNOWN
GCA3-18bfd82e35941bbb27999946,SINGLE_AGENT,NOT_APPLICABLE,1,CRENOLANIB,RGM-fb4bad599fa45558bdb8,UNKNOWN
GCA3-5acc42a7f7bece940821d713,SINGLE_AGENT,NOT_APPLICABLE,1,ALK INHIBITOR TAE684,RGM-12af672acc287f7ed876,UNKNOWN
GCA3-b80b8ce487573120251f96ee,SINGLE_AGENT,NOT_APPLICABLE,1,IMATINIB,RGM-71b50556c73a8753d714,UNKNOWN
GCA3-ae457885a14900f48ffdd2e8,SINGLE_AGENT,NOT_APPLICABLE,1,DABRAFENIB,RGM-273f25faee25e451affa,UNKNOWN
GCA3-1035a90ee603187f43b13006,SINGLE_AGENT,NOT_APPLICABLE,1,MOTESANIB,RGM-b56465a51f1f277189c2,UNKNOWN
GCA3-27117db692a80ed6b66fbff2,SINGLE_AGENT,NOT_APPLICABLE,1,MOTESANIB,RGM-e9fccad970623d0741c5,UNKNOWN
GCA3-ee5366ae31a7b878eb6a7d9b,SINGLE_AGENT,NOT_APPLICABLE,1,JAK2 INHIBITOR AZD1480,RGM-125abf85aeedd1a60ecd,UNKNOWN
GCA3-84a94e34061076e55d036b81,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,TRAMETINIB|MIRDAMETINIB,RGM-d56cbd2f6c0d6129c3be,UNKNOWN
GCA3-b98bd0bab966f397ccb606e8,SINGLE_AGENT,NOT_APPLICABLE,1,PANITUMUMAB,RGM-4581436a58b773035dae,UNKNOWN
GCA3-e8c1d1b326eee4efe9caa087,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,PANITUMUMAB|SORAFENIB,RGM-4366b0ed98428f51ecf4,UNKNOWN
GCA3-799c89e1111ae6cdaedece50,SINGLE_AGENT,NOT_APPLICABLE,1,VEMURAFENIB,RGM-e9d5e8c2752fe88ae573,UNKNOWN
GCA3-03367797ae8934b135f05d36,SINGLE_AGENT,NOT_APPLICABLE,1,DABRAFENIB,RGM-14f2a2b483ae7d5e54ca,UNKNOWN
GCA3-f369318c37f74566d3a7a5f3,SINGLE_AGENT,NOT_APPLICABLE,1,SELUMETINIB SULFATE,RGM-85d798c062fe0ef6793f,UNKNOWN
GCA3-4f1e6e304cfbe486a7fc082f,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,DABRAFENIB|TRAMETINIB,RGM-5a0baa2258542da76a21,UNKNOWN
GCA3-a51691bf6afe38420c67479b,SINGLE_AGENT,NOT_APPLICABLE,1,DABRAFENIB,RGM-96cd9c50c78f9ba2a9c8,UNKNOWN
GCA3-1a50162b0a2222fb575a98f8,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,TRAMETINIB|DABRAFENIB,RGM-ba57eed726c2bcfa862c,UNKNOWN
GCA3-de3b3bba3f724c81ca1f89ab,SINGLE_AGENT,NOT_APPLICABLE,1,PLX-4720,RGM-de30c64befb7ff838d79,UNKNOWN
GCA3-4618d957dbd993ee66223274,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,NUTLIN-3|PLX-4720,RGM-ff4b5b90eca27193a7b5,UNKNOWN
GCA3-c4a8bee3c37b0415456dd78e,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,CAPECITABINE|VEMURAFENIB,RGM-f7e7fd236c6f0a51a1d4,UNKNOWN
GCA3-e3a2287a9d4515c2816a1556,SINGLE_AGENT,NOT_APPLICABLE,1,VEMURAFENIB,RGM-5f8c4225da16e42c8745,UNKNOWN
GCA3-9347a6e68a6fcd1c11422e24,SINGLE_AGENT,NOT_APPLICABLE,1,TRETINOIN,RGM-1cce429d84f24fdd0f0a,UNKNOWN
GCA3-5c6669bc1bc04ef92223f986,SINGLE_AGENT,NOT_APPLICABLE,1,CETUXIMAB,RGM-5fab07c7e0e210a9e2a0,UNKNOWN
GCA3-0ea2c4ee6c2f279820e88172,SINGLE_AGENT,NOT_APPLICABLE,1,CETUXIMAB,RGM-77427ed6219a30765846,UNKNOWN
GCA3-ec6acaf01be365acc080409d,SINGLE_AGENT,NOT_APPLICABLE,1,CRIZOTINIB,RGM-edace8bed21d401e7473,UNKNOWN
GCA3-2daa5d08f86cdf427ef69ae6,SINGLE_AGENT,NOT_APPLICABLE,1,CETUXIMAB,RGM-bfb3e29157d97d2e1423,UNKNOWN
GCA3-29b50c4538f66271eeb0948a,SINGLE_AGENT,NOT_APPLICABLE,1,TRETINOIN,RGM-9d41f7e4dcfe2f26a886,UNKNOWN
GCA3-8899b9c7bade42dd940c85cb,SINGLE_AGENT,NOT_APPLICABLE,1,DAUNORUBICIN HYDROCHLORIDE,RGM-b02a96338587eebf748b,UNKNOWN
GCA3-71481e7c278ad8302e42e165,SINGLE_AGENT,NOT_APPLICABLE,1,CETUXIMAB,RGM-a9a4834962105cc653ab,UNKNOWN
GCA3-f3049fca2b96d14a54479149,SINGLE_AGENT,NOT_APPLICABLE,1,CETUXIMAB,RGM-722e5c28a65529c36856,UNKNOWN
GCA3-f69b9f4002973df54058da5d,SINGLE_AGENT,NOT_APPLICABLE,1,CETUXIMAB,RGM-6d607eb97c43950e8f1a,UNKNOWN
GCA3-3a73a9d0de842671de863636,SINGLE_AGENT,NOT_APPLICABLE,1,TRETINOIN,RGM-05e52ca505ac58b5f8e1,UNKNOWN
GCA3-5569b99ad2d925e2b46517e2,SINGLE_AGENT,NOT_APPLICABLE,1,CETUXIMAB,RGM-54000d78a3c4f86894bd,UNKNOWN
GCA3-5cfcfc43df5410a5d6ceb9ef,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,DAUNORUBICIN HYDROCHLORIDE|CYTARABINE HYDROCHLORIDE,RGM-9a852d2ed15a0fe98edd,UNKNOWN
GCA3-c9d76eaf4ae65338fba4cac8,SINGLE_AGENT,NOT_APPLICABLE,1,ALECTINIB HYDROCHLORIDE,RGM-d7172b397453a2e53c20,UNKNOWN
GCA3-661c45cddf8fb9c776ffa058,SINGLE_AGENT,NOT_APPLICABLE,1,ALK INHIBITOR TAE684,RGM-dcc3c6040ae7876e8970,UNKNOWN
GCA3-dcafdc364eb66e203c9b5d85,SINGLE_AGENT,NOT_APPLICABLE,1,CRIZOTINIB,RGM-ed8e0320ffbfd9e6e91f,UNKNOWN
GCA3-070b690f9439c241e900ff8c,SINGLE_AGENT,NOT_APPLICABLE,1,PD173074,RGM-2fad1bdd249bb4117035,UNKNOWN
GCA3-46d857f333832508be781cb5,SINGLE_AGENT,NOT_APPLICABLE,1,CETUXIMAB,RGM-a64f15a898870f1cb743,UNKNOWN
GCA3-427f9274157f131074f26912,SINGLE_AGENT,NOT_APPLICABLE,1,TRETINOIN,RGM-796030a5cd900696b28a,UNKNOWN
GCA3-cd31200d371b8d3a54977196,SINGLE_AGENT,NOT_APPLICABLE,1,DAUNORUBICIN HYDROCHLORIDE,RGM-2f3f75282160ea451eca,UNKNOWN
GCA3-12048c0fb105f71de445d066,SINGLE_AGENT,NOT_APPLICABLE,1,VALPROIC ACID,RGM-9dcdf71da820148d7cb9,UNKNOWN
GCA3-5dea4697d975914c627187bc,SINGLE_AGENT,NOT_APPLICABLE,1,TRETINOIN,RGM-a1354e20d74d173af960,UNKNOWN
GCA3-7d4f24902fa5f51d03ed2e37,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,3,ETOPOSIDE PHOSPHATE|DAUNORUBICIN HYDROCHLORIDE|CYTARABINE HYDROCHLORIDE,RGM-e9b21f2170f4b7b8c858,UNKNOWN
GCA3-690bdd543de8b19f85101d06,SINGLE_AGENT,NOT_APPLICABLE,1,SIROLIMUS,RGM-c5a3a4629fc4e2322fb2,UNKNOWN
GCA3-820efaa4af9f72a5aa680e42,SINGLE_AGENT,NOT_APPLICABLE,1,EVEROLIMUS,RGM-638b2c2c91992925ef3f,UNKNOWN
GCA3-54f2dd3de5e50093e478f471,SINGLE_AGENT,NOT_APPLICABLE,1,OLAPARIB,RGM-5d58fcb56e52b1efd536,UNKNOWN
GCA3-8fe2f85badba6e329361cba5,SINGLE_AGENT,NOT_APPLICABLE,1,OLAPARIB,RGM-325200bddf3bfd6e6a10,UNKNOWN
GCA3-0cb5c39a45156617866ce9c6,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,GEFITINIB|ERLOTINIB,RGM-ff8a3999b36e13036c12,UNKNOWN
GCA3-1c21d45a4841578069505fbf,SINGLE_AGENT,NOT_APPLICABLE,1,AKT INHIBITOR MK2206,RGM-a1c238ff75289fd51788,UNKNOWN
GCA3-172e5770eb0246db96c5cca2,SINGLE_AGENT,NOT_APPLICABLE,1,IMATINIB,RGM-04acf0ad000fdaf685ab,UNKNOWN
GCA3-2ee2d85dafd6fdd115db8d9d,SINGLE_AGENT,NOT_APPLICABLE,1,IMATINIB,RGM-942380dca7fedc68c6f8,UNKNOWN
GCA3-e02e00eb175f5298193e47e6,SINGLE_AGENT,NOT_APPLICABLE,1,IMATINIB,RGM-19947af658adb7e9e842,UNKNOWN
GCA3-ffff2bf6574b72b29a1d1d28,SINGLE_AGENT,NOT_APPLICABLE,1,IMATINIB,RGM-80e69214f64ca09f5125,UNKNOWN
GCA3-bddb756cbb169921e8f530b7,SINGLE_AGENT,NOT_APPLICABLE,1,CRIZOTINIB,RGM-b3552c8d8b84f0dc2e89,UNKNOWN
GCA3-d664ab0e663417d828122e91,SINGLE_AGENT,NOT_APPLICABLE,1,CRIZOTINIB,RGM-d4113591dbcac33c59bd,UNKNOWN
GCA3-a90e66e09deac49cbf0ea5b4,SINGLE_AGENT,NOT_APPLICABLE,1,ERLOTINIB,RGM-f719817343b7ef4e8566,UNKNOWN
GCA3-46554ab0b3639efa4dcb6fb5,SINGLE_AGENT,NOT_APPLICABLE,1,GEFITINIB,RGM-c3ceb136500f798cc993,UNKNOWN
GCA3-3106b1e872053ec4a4c5ca0f,SINGLE_AGENT,NOT_APPLICABLE,1,DACOMITINIB,RGM-02f47efc99ffe34fdfad,UNKNOWN
GCA3-f62651370ef67c242f5287a9,SINGLE_AGENT,NOT_APPLICABLE,1,LAPATINIB,RGM-758c79aa3764d5b79257,UNKNOWN
GCA3-cc5e842e848c668854239a06,SINGLE_AGENT,NOT_APPLICABLE,1,SORAFENIB,RGM-cf50eeef7ebdacaba867,UNKNOWN
GCA3-b373c0ce93518b72939ba884,SINGLE_AGENT,NOT_APPLICABLE,1,SORAFENIB,RGM-24cb36308884244edda8,UNKNOWN
GCA3-4d8edeca29598551a995766f,SINGLE_AGENT,NOT_APPLICABLE,1,IMATINIB,RGM-ba1124ffabfe37680ce5,UNKNOWN
GCA3-91f8c47da0addefac45c1238,SINGLE_AGENT,NOT_APPLICABLE,1,CETUXIMAB,RGM-8a89ca3d3368605e9760,UNKNOWN
GCA3-ff04aedde5e5c65cf85caa34,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,ERLOTINIB|GEFITINIB,RGM-55756bdaac4e5b154f5c,UNKNOWN
GCA3-30cb88c6f7f54e3bd27d939c,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,CETUXIMAB|PANITUMUMAB,RGM-6c4c91c497555711c237,UNKNOWN
GCA3-a513c6d77c1fad58cb259304,SINGLE_AGENT,NOT_APPLICABLE,1,IMATINIB,RGM-d7c36a46348af0cff118,UNKNOWN
GCA3-a2f6a80ec18bd93d1405a27b,SINGLE_AGENT,NOT_APPLICABLE,1,IMATINIB,RGM-fefdd2a248eb5bd74a57,UNKNOWN
GCA3-588e4c025d9ebf38cda43352,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,NILOTINIB|DASATINIB,RGM-caf7dfd01d328e924174,UNKNOWN
GCA3-c51c32624e1fd4b8a2635863,SINGLE_AGENT,NOT_APPLICABLE,1,CRIZOTINIB,RGM-315008e723c52757d96d,UNKNOWN
GCA3-b59f38db03dfb6bfe7e69f14,SINGLE_AGENT,NOT_APPLICABLE,1,PALBOCICLIB,RGM-e5c8fb7f2bc3302c4897,UNKNOWN
GCA3-2fdac1bca9aed6f6cffd1d9c,SINGLE_AGENT,NOT_APPLICABLE,1,ALPELISIB,RGM-1b3da27999fcbe641f63,UNKNOWN
GCA3-6a89c65f21e62eed6411c5ad,SINGLE_AGENT,NOT_APPLICABLE,1,DASATINIB,RGM-d3bb8bb65613d42551f3,UNKNOWN
GCA3-03c35a108304ab7308e87da2,SINGLE_AGENT,NOT_APPLICABLE,1,DASATINIB,RGM-befeac5e1751867cb466,UNKNOWN
GCA3-6dbc9ef7ce17c74d6ab8063e,SINGLE_AGENT,NOT_APPLICABLE,1,DASATINIB,RGM-40a7afdf624de698e326,UNKNOWN
GCA3-0db2a16fefc14b53bd258f90,SINGLE_AGENT,NOT_APPLICABLE,1,DASATINIB,RGM-907d595ca08ac8ba466f,UNKNOWN
GCA3-01d57097d57cb6bb32b83107,SINGLE_AGENT,NOT_APPLICABLE,1,DASATINIB,RGM-c7842064ca59852486f8,UNKNOWN
GCA3-bcfbf2643faca1e4106e0bfd,SINGLE_AGENT,NOT_APPLICABLE,1,DASATINIB,RGM-79dcbbdb1d5116c19064,UNKNOWN
GCA3-13b74836c78c056d4afa7974,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,ERLOTINIB|DASATINIB,RGM-f2bbe2bc29cbc584093d,UNKNOWN
GCA3-09acbe8dae23a6a965c8bf74,SINGLE_AGENT,NOT_APPLICABLE,1,GEFITINIB,RGM-fc800542321fe3930b14,UNKNOWN
GCA3-926e55e8bf11d5c8097bf473,SINGLE_AGENT,NOT_APPLICABLE,1,GEFITINIB,RGM-601957cece6d7bd1c7e1,UNKNOWN
GCA3-e0b503bc8952f3100a9be094,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,GEFITINIB|ERLOTINIB,RGM-37cc421c887565846892,UNKNOWN
GCA3-9439c60313488080a503b6b1,SINGLE_AGENT,NOT_APPLICABLE,1,GEFITINIB,RGM-747eefbd41627e5679d0,UNKNOWN
GCA3-6b1bbe0e57c7f518dadff197,SINGLE_AGENT,NOT_APPLICABLE,1,ERLOTINIB,RGM-922a454db5be7c0f12be,UNKNOWN
GCA3-6897e78c02fa07663012ba47,SINGLE_AGENT,NOT_APPLICABLE,1,STAUROSPORINE,RGM-390ccf928a8d5ba91a46,UNKNOWN
GCA3-116c3b93ec0790bcbebbb8e5,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,LAPATINIB|NERATINIB MALEATE,RGM-32773a9aa4e8a64890a5,UNKNOWN
GCA3-e1cc6f3f371f254ba1e506c9,SINGLE_AGENT,NOT_APPLICABLE,1,NERATINIB MALEATE,RGM-632692f19639941f44b5,UNKNOWN
GCA3-6b1ac2af979f840dbbe9b2a3,SINGLE_AGENT,NOT_APPLICABLE,1,NERATINIB MALEATE,RGM-61d7e1a23c0912560fa0,UNKNOWN
GCA3-7f5a54097f235910e40d2ef3,SINGLE_AGENT,NOT_APPLICABLE,1,NERATINIB MALEATE,RGM-c990031ec699f763a5f8,UNKNOWN
GCA3-b7442d675ba6ab5fe43391e0,SINGLE_AGENT,NOT_APPLICABLE,1,NERATINIB MALEATE,RGM-791e37e88543441bf855,UNKNOWN
GCA3-417ae2e60d2896d3d1b5c6e1,SINGLE_AGENT,NOT_APPLICABLE,1,NERATINIB MALEATE,RGM-7509bd1a05bb3d5f8b0b,UNKNOWN
GCA3-52818898a8e04b160da447f8,SINGLE_AGENT,NOT_APPLICABLE,1,NERATINIB MALEATE,RGM-b089d9b9c91945ae9b09,UNKNOWN
GCA3-d0bf827008b64bdc5badbb1a,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,NERATINIB MALEATE|LAPATINIB,RGM-d5f39d180d0bbe227dc7,UNKNOWN
GCA3-09fd4c05ca04f623d197c4ec,SINGLE_AGENT,NOT_APPLICABLE,1,NERATINIB MALEATE,RGM-d4c72af525565514ccb0,UNKNOWN
GCA3-92d279ce9c08208968b92963,SINGLE_AGENT,NOT_APPLICABLE,1,NERATINIB MALEATE,RGM-2018da2d857add73b8a1,UNKNOWN
GCA3-899b33efcdbf06cb0821425f,SINGLE_AGENT,NOT_APPLICABLE,1,NERATINIB MALEATE,RGM-6e4424e63e74d1d12c5c,UNKNOWN
GCA3-e6a51691ea3afd25a78c95ae,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,FULVESTRANT|TAMOXIFEN,RGM-dd0737c8532c990a04f3,UNKNOWN
GCA3-6804f5ac38ae5aa124f454ea,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,TAMOXIFEN|FULVESTRANT,RGM-74036281267d7d71a684,UNKNOWN
GCA3-852877a95515a32e4b575481,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,TAMOXIFEN|FULVESTRANT,RGM-02d59e75e54b38d0f9da,UNKNOWN
GCA3-22bf458b3de2805f8cc08014,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,TAMOXIFEN|FULVESTRANT,RGM-55a91652fcc6e2afde14,UNKNOWN
GCA3-70af22449a4f6e18789b8a3b,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,FULVESTRANT|TAMOXIFEN,RGM-200e0e0f82cfda86b1d6,UNKNOWN
GCA3-066f62759bf1142a37cb4e50,SINGLE_AGENT,NOT_APPLICABLE,1,PONATINIB,RGM-3247accb6bf872a6f856,UNKNOWN
GCA3-f03ebe99b08418dd726d0716,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,PONATINIB|PAZOPANIB HYDROCHLORIDE,RGM-3f1a50a7c863587194a3,UNKNOWN
GCA3-8f16a5619559b34eded7aa5c,SINGLE_AGENT,NOT_APPLICABLE,1,LESTAURTINIB,RGM-4fa5f69443811e5cf046,UNKNOWN
GCA3-6ea4be3e0f2c4d1be1fe6608,SINGLE_AGENT,NOT_APPLICABLE,1,SORAFENIB,RGM-1aa7de824c61dcb71c26,UNKNOWN
GCA3-0672e103e4d36beaa1c48504,SINGLE_AGENT,NOT_APPLICABLE,1,TYRPHOSTIN AG 1296,RGM-383b1ad7d2f3fdd2e413,UNKNOWN
GCA3-23cb72dd6db1e22fce4bfc66,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,BORTEZOMIB|FASUDIL HYDROCHLORIDE,RGM-a9c7a056f8f316d8a487,UNKNOWN
GCA3-70a8951c971cbdc77ab6f5d7,SINGLE_AGENT,NOT_APPLICABLE,1,IMATINIB,RGM-205c085a30dfb00b9548,UNKNOWN
GCA3-d8ae2956d207620f49e99d7d,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,3,IMATINIB|NILOTINIB|DASATINIB,RGM-30922efb6b01ad6904f1,UNKNOWN
GCA3-88e3148fbc03b72ddb38fbcc,SINGLE_AGENT,NOT_APPLICABLE,1,SUNITINIB,RGM-8b2a9d6e76d40b6e89dc,UNKNOWN
GCA3-227a04e82aba5ac1f6f48fae,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,SELUMETINIB SULFATE|DACTOLISIB,RGM-96a2746bcbdd1fd545dc,UNKNOWN
GCA3-429f95a0e95d7b54420e70ec,SINGLE_AGENT,NOT_APPLICABLE,1,CETUXIMAB,RGM-4268c92479c4de986b8f,UNKNOWN
GCA3-38d8bca85d74dd9cd90ac4e5,SINGLE_AGENT,NOT_APPLICABLE,1,TEMOZOLOMIDE,RGM-52549358cfb1336c8620,UNKNOWN
GCA3-790c27d4d15fab5d8607d020,SINGLE_AGENT,NOT_APPLICABLE,1,CARMUSTINE,RGM-766bcf349a88ff9de2a3,UNKNOWN
GCA3-271a58502295ce0608757e3d,SINGLE_AGENT,NOT_APPLICABLE,1,O6-BENZYLGUANINE,RGM-045a9129edcc0bbdbcc3,UNKNOWN
GCA3-ac197a21d15620e4e601282b,SINGLE_AGENT,NOT_APPLICABLE,1,IZORLISIB,RGM-f693db0e27eadf89dc5f,UNKNOWN
GCA3-5074c25f21247fdc2427e1b8,SINGLE_AGENT,NOT_APPLICABLE,1,SIROLIMUS,RGM-28ad29510e22c6108816,UNKNOWN
GCA3-ef10d810df48d6d9e4db82a8,SINGLE_AGENT,NOT_APPLICABLE,1,IZORLISIB,RGM-7443e16b1faa30ff473e,UNKNOWN
GCA3-d69d8612fa57202bfbb50a62,SINGLE_AGENT,NOT_APPLICABLE,1,TRETINOIN,RGM-6272280962035421327e,UNKNOWN
GCA3-e2430c227ff4fe8a4a8fc13f,SINGLE_AGENT,NOT_APPLICABLE,1,MTOR INHIBITOR,RGM-4fcec7a9298fead28bd8,UNKNOWN
GCA3-f220c2611402f2b0cd90b942,SINGLE_AGENT,NOT_APPLICABLE,1,DOXORUBICIN HYDROCHLORIDE,RGM-f86812247929cbf6b094,UNKNOWN
GCA3-1db00c8fdd1abaa257d6ac99,SINGLE_AGENT,NOT_APPLICABLE,1,EVEROLIMUS,RGM-8b6c01fd3893d49309c4,UNKNOWN
GCA3-9894b77cfc7071b5668c181d,SINGLE_AGENT,NOT_APPLICABLE,1,IMATINIB,RGM-45ba52d12bc76328fc65,UNKNOWN
GCA3-c1776106c1cb784d4b8a287f,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,PANITUMUMAB|CETUXIMAB,RGM-2f94771d438252a9fdc5,UNKNOWN
GCA3-b192ec6ed7f8ed6842fa8c5a,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,PANITUMUMAB|CETUXIMAB,RGM-7d3528bf066500fc1542,UNKNOWN
GCA3-96a40ab1c1d9fc4b86c6457e,SINGLE_AGENT,NOT_APPLICABLE,1,DOXORUBICIN HYDROCHLORIDE,RGM-77d60aa8ebf884d1f119,UNKNOWN
GCA3-7863c56be8feab3ef7390db8,MULTI_COMPONENT_UNRESOLVED,SEMANTICS_UNAVAILABLE_IN_SOURCE,2,IMATINIB|GW-2580,RGM-a9f0dba98418a21e82df,UNKNOWN
