path,extension,category,runtime_status,entrypoint,imported_by_count,imports_count,writes_data,reads_data,generated,legacy_status,confidence,notes
backend/evaluation/results/benchmark_results.json,.json,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,false,0,0,false,true,true,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/results/benchmark_summary.csv,.csv,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,false,0,0,false,true,true,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/results/comparison_full.json,.json,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,false,0,0,false,true,true,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/results/comparison_summary.csv,.csv,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,false,0,0,false,true,true,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/results/enricher_results.json,.json,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,false,0,0,false,true,true,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/results/manual_pertinence_evaluation.csv,.csv,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,false,0,0,false,true,true,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/results/metrics_graphrag.json,.json,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,false,0,0,false,true,true,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/results/metrics_zeroshot.json,.json,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,false,0,0,false,true,true,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/results/three_way_comparison.csv,.csv,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,false,0,0,false,true,true,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/results/zeroshot_pmid_verification.json,.json,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,false,0,0,false,true,true,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/results/zeroshot_results.json,.json,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,false,0,0,false,true,true,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/results/zeroshot_structured_results.json,.json,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,false,0,0,false,true,true,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/run_ablation_second_llm.py,.py,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,true,0,19,true,true,false,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/run_ablation_study.py,.py,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,true,0,21,true,true,false,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/run_benchmark.py,.py,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,true,0,11,true,true,false,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/run_benchmark_enricher.py,.py,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,true,0,4,true,true,false,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/run_zeroshot.py,.py,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,true,0,10,true,true,false,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/run_zeroshot_structured.py,.py,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,true,0,10,true,true,false,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/evaluation/verify_pmids_pubmed.py,.py,EXPERIMENTS_AND_BENCHMARKS,EXPERIMENT_ONLY,true,0,9,true,true,false,LEGACY_REFERENCE_ONLY,MEDIUM,
backend/pipeline/__init__.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,0,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/agentic/__init__.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,0,false,false,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/agentic/applicability_validator.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,2,false,false,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/agentic/ledger.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,0,false,true,false,USAGE_UNCERTAIN,LOW,content scan skipped for protected/external asset
backend/pipeline/agentic/ledger_schema.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,0,false,true,false,USAGE_UNCERTAIN,LOW,content scan skipped for protected/external asset
backend/pipeline/agentic/regimen_arms.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,3,false,false,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/agentic/runtime.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,22,false,false,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/agentic/source_profile_cache.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,9,true,true,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/agentic/source_verifier.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,16,false,true,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/agents/__init__.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,0,false,false,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/agents/complexity_check.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,6,false,false,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/agents/judge.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,5,false,false,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/agents/oncokb_enricher.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,7,false,false,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/agents/resistance_checker.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,4,false,false,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/agents/synthesizer.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,7,false,false,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/agents/target_identifier.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,4,false,false,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/agents/trial_dedup.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,1,false,false,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/agents/trial_matcher.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,5,false,false,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/agents/variant_interpreter.py,.py,V2_AGENTIC,PRODUCT_LEGACY,false,0,8,false,false,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/control/__init__.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,0,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/canonical.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,5,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/claim_grammar.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,4,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/contracts.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,3,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/events.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,4,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/metrics.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,4,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/projection.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,5,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/recorder.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,5,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/rendering/__init__.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,0,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/rendering/candidate.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,3,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/repair.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,5,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/replay.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,5,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/runner.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,16,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/strategies/__init__.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,0,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/strategies/agentic_plan.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,4,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/strategies/fixed_plan.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,6,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/strategies/protocol.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,5,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/strategies/tool_registry.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,2,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/verification/__init__.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,0,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/verification/dossier_invariants.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,3,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/verification/source_port.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,5,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/control/verification/structural_text.py,.py,PROVENANCE_AND_LEDGER,PRODUCT_LEGACY,false,0,4,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/cypher.py,.py,KNOWLEDGE_GRAPH,PRODUCT_LEGACY,false,0,0,false,false,false,LEGACY_BUT_REQUIRED,MEDIUM,
backend/pipeline/evidence/__init__.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,0,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/evidence/_normalize.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,9,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/evidence/adapter_metrics.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,4,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/evidence/corpus/__init__.py,.py,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/atomic_write.py,.py,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,9,true,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/links_and_views.py,.py,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,3,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/loader.py,.py,QUALIFIED_CLAIMS_AND_CORPUS,V3_RUNTIME,false,0,9,false,true,false,NOT_LEGACY,HIGH,
backend/pipeline/evidence/corpus/materialization.py,.py,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,10,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/promotion.py,.py,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,11,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/promotion_contract.py,.py,QUALIFIED_CLAIMS_AND_CORPUS,V3_RUNTIME,false,0,2,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/prototype_registry.py,.py,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,7,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/rollback.py,.py,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,9,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/.gitignore,<no-ext>,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,LOW,
backend/pipeline/evidence/corpus/v3/integrity/qualified_claim_repository_1_4.overlay.json,.json,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/prototype_corpus_registry.json,.json,QUALIFIED_CLAIMS_AND_CORPUS,V3_RUNTIME,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/claim_replacement_lineage.jsonl,.jsonl,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/corpus_manifest.json,.json,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/corpus_registry_entry.json,.json,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/deprecated_claims.jsonl,.jsonl,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/diagnostic_claims.jsonl,.jsonl,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/disease_relation_registry.json,.json,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/evidence_claims.jsonl,.jsonl,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/formulation_registry.jsonl,.jsonl,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/graph_evidence_parents.jsonl,.jsonl,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/prognostic_claims.jsonl,.jsonl,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,LOW,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/promotion_log.json,.json,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/qualification_links.jsonl,.jsonl,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/qualified_evidence_views.jsonl,.jsonl,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/rollback_metadata.json,.json,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/terminology_registry.json,.json,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/therapeutic_claims.jsonl,.jsonl,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/unresolved_associations.jsonl,.jsonl,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus/v3/qualified_claim_repository_1_4/unsupported_associations.jsonl,.jsonl,QUALIFIED_CLAIMS_AND_CORPUS,USAGE_UNCERTAIN,false,0,0,false,true,false,NOT_LEGACY,MEDIUM,
backend/pipeline/evidence/corpus_manifest.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,7,false,true,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/evidence/corpus_regeneration.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,7,false,true,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/evidence/evidence_granularity.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,2,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/evidence/integrity/__init__.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,0,false,true,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/evidence/integrity/hash_policy.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,5,false,true,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/evidence/integrity/tree_hash_policy.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,7,false,true,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/evidence/profile_unit.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,8,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/evidence/propagation_guards.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,6,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/evidence/propagation_policy.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,4,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/evidence/qualification.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,7,false,false,false,USAGE_UNCERTAIN,MEDIUM,
backend/pipeline/evidence/qualification_gold.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,5,false,true,false,ARCHIVE_CANDIDATE,MEDIUM,
backend/pipeline/evidence/qualified_disease_matching.py,.py,USAGE_UNCERTAIN,USAGE_UNCERTAIN,false,0,5,false,false,false,USAGE_UNCERTAIN,MEDIUM,
