kind,group_key,size,candidate_ids
semantic,"[""associated_with_sensitivity_to"", [""Variant:12"", ""v600e"", null, ""Variant""], [""Drug:rxcui:1147220"", ""vemurafenib"", null, ""Drug""], [[""Disease:10"", ""colorectal cancer"", ""DOID:9256"", null], [""disease:label:Colorectal Cancer"", ""colorectal cancer"", ""DOID:9256.0"", null]], [""braf""], [""v600e""], [[""Gene:673"", ""braf"", null, ""Gene""], [""Variant:12"", ""v600e"", null, ""Variant""]], [[""Drug:rxcui:1147220"", ""vemurafenib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",11,GCA-a7199796398126d86e7d7540|GCA-4569b958c43492c223d97e1b|GCA-da5d520704075e06af168fa4|GCA-e346ab1318193fb2e9f6f18a|GCA-0c1011de293e8be36b578d73|GCA-73f4d3042fa4b8e9e8f25b28|GCA-266382a01b01e7203dbf9b2b|GCA-ebb6404fbc1660063a8a25d6|GCA-416ba8d3c37b1c4963d11ecc|GCA-c6cea03635ae5f67925ba0af|GCA-cb5934df0bad52c0b14c2006
semantic,"[""associated_with_resistance_to"", [""Variant:12"", ""v600e"", null, ""Variant""], [""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""], [[""Disease:10"", ""colorectal cancer"", ""DOID:9256"", null], [""disease:label:Colorectal Cancer"", ""colorectal cancer"", ""DOID:9256.0"", null]], [""braf""], [""v600e""], [[""Gene:673"", ""braf"", null, ""Gene""], [""Variant:12"", ""v600e"", null, ""Variant""]], [[""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",6,GCA-a9c50ed51128e97f49c5a271|GCA-1cd7eb1387c19a67a10dbad1|GCA-7065675189f474f964308886|GCA-22f658b5621bad28373d2380|GCA-211851ee6de2fa405e6cc1eb|GCA-d1cfd4046a0fa99c950f032d
semantic,"[""associated_with_resistance_to"", [""Variant:77"", ""g12/g13"", null, ""Variant""], [""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""], [[""Disease:10"", ""colorectal cancer"", ""DOID:9256"", null], [""disease:label:Colorectal Cancer"", ""colorectal cancer"", ""DOID:9256.0"", null]], [""kras""], [""g12/g13""], [[""Gene:3845"", ""kras"", null, ""Gene""], [""Variant:77"", ""g12/g13"", null, ""Variant""]], [[""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",3,GCA-5afe6cc611a1f86a1daf984d|GCA-0882160b14295dc05c6a1f0d|GCA-aec2825c4e8a83e23a393d81
semantic,"[""associated_with_resistance_to"", [""Variant:425"", ""g12v"", null, ""Variant""], [""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""], [[""Disease:10"", ""colorectal cancer"", ""DOID:9256"", null], [""disease:label:Colorectal Cancer"", ""colorectal cancer"", ""DOID:9256.0"", null]], [""kras""], [""g12v""], [[""Gene:3845"", ""kras"", null, ""Gene""], [""Variant:425"", ""g12v"", null, ""Variant""]], [[""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",3,GCA-c0b1287233926a226ce27492|GCA-50f053a3d0aa5ea60f87efbe|GCA-080b6d0bb57b5aeda03a25dc
semantic,"[""associated_with_sensitivity_to"", [""Variant:86"", ""exon 11 mutation"", null, ""Variant""], [""Drug:rxcui:10753"", ""tretinoin"", null, ""Drug""], [[""Disease:3"", ""acute myeloid leukemia"", ""DOID:9119"", null], [""disease:label:Acute Myeloid Leukemia"", ""acute myeloid leukemia"", ""DOID:9119.0"", null]], [""npm1""], [""exon 11 mutation""], [[""Gene:4869"", ""npm1"", null, ""Gene""], [""Variant:86"", ""exon 11 mutation"", null, ""Variant""]], [[""Drug:rxcui:10753"", ""tretinoin"", null, ""Drug""]], [], ""sensitivity/response"", ""predicti",3,GCA-c3a28c3393c0ffd5519f8bbd|GCA-db802cdc04457dbd37223563|GCA-0eb8b658cdb6913191f9342e
semantic,"[""associated_with_sensitivity_to"", [""Variant:9"", ""r1275q"", null, ""Variant""], [""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""], [[""Disease:12"", ""neuroblastoma"", ""DOID:769"", null], [""disease:label:Neuroblastoma"", ""neuroblastoma"", ""DOID:769.0"", null]], [""alk""], [""r1275q""], [[""Gene:238"", ""alk"", null, ""Gene""], [""Variant:9"", ""r1275q"", null, ""Variant""]], [[""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",3,GCA-955bd46abd7d624688575ae5|GCA-98b6d3626f0af28b3025b9a9|GCA-da311c7eb3e3523897585e1a
semantic,"[""associated_with_sensitivity_to"", [""Variant:81"", ""g13d"", null, ""Variant""], [""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""], [[""Disease:10"", ""colorectal cancer"", ""DOID:9256"", null], [""disease:label:Colorectal Cancer"", ""colorectal cancer"", ""DOID:9256.0"", null]], [""kras""], [""g13d""], [[""Gene:3845"", ""kras"", null, ""Gene""], [""Variant:81"", ""g13d"", null, ""Variant""]], [[""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",2,GCA-ec743136113141f37786b9da|GCA-1975b87e93d1fd2b953c2a1c
semantic,"[""associated_with_sensitivity_to"", [""Variant:33"", ""l858r"", null, ""Variant""], [""Drug:rxcui:328134"", ""gefitinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""egfr""], [""l858r""], [[""Gene:1956"", ""egfr"", null, ""Gene""], [""Variant:33"", ""l858r"", null, ""Variant""]], [[""Drug:rxcui:328134"", ""gefitinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",5,GCA-a11481d166cfa1bf55a801a8|GCA-dba5849c9f48c6a86a98109f|GCA-e07f8ff7e828abca00200ca8|GCA-f0ce527b7b02d1c949da65f3|GCA-305727dbd32d58f429e982b6
semantic,"[""associated_with_sensitivity_to"", [""Variant:33"", ""l858r"", null, ""Variant""], [""Drug:rxcui:337525"", ""erlotinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""egfr""], [""l858r""], [[""Gene:1956"", ""egfr"", null, ""Gene""], [""Variant:33"", ""l858r"", null, ""Variant""]], [[""Drug:rxcui:337525"", ""erlotinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",8,GCA-db6e9a2211f7be978619e534|GCA-7723091232d1ec0780353fb3|GCA-45e5ff8fa461a1563d998526|GCA-53e8516bc4f73c6ebf214c7a|GCA-1b036031ef48bd3808b3cb89|GCA-ab12b9ae062653066b8f9b72|GCA-1427c311338a3ad0e0fd652b|GCA-1f7762eee7aa6aa5b0f1fc1d
semantic,"[""associated_with_resistance_to"", [""Variant:1"", ""fusion"", null, ""Variant""], [""Drug:rxcui:282388"", ""imatinib"", null, ""Drug""], [[""Disease:4"", ""chronic myeloid leukemia"", ""DOID:8552"", null], [""disease:label:Chronic Myeloid Leukemia"", ""chronic myeloid leukemia"", ""DOID:8552.0"", null]], [], [""fusion""], [[""Variant:1"", ""fusion"", null, ""Variant""]], [[""Drug:rxcui:282388"", ""imatinib"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",16,GCA-474d8644167a0262e61ffb8c|GCA-42fe08c3bae5d1c1e0461929|GCA-018bf70cc5605bd5b6efdb87|GCA-df601c1c4bcce113562b9adf|GCA-9e3dbbb6bb72292bda608659|GCA-7618789e9aa16fce6ded4900|GCA-4a1d3e9fb964e3f597ce8c74|GCA-8df44cfb30e4e7b50cf33563|GCA-694cdabdabdc780f91207e51|GCA-0e3f02562f915f92e7ba4962|GCA-3e8c6335c04a6ef1143ca1bd|GCA-696b2f0698feb756ed471dad|GCA-7fac5198dc09aa43b3179b66|GCA-624b4470333f7c5250c4d3b6|GCA-94808f7e915c3cf6a1858e1d|GCA-a0513175ab19b9d719553bf9
semantic,"[""associated_with_resistance_to"", [""Variant:2"", ""t315i"", null, ""Variant""], [""Drug:rxcui:282388"", ""imatinib"", null, ""Drug""], [[""Disease:4"", ""chronic myeloid leukemia"", ""DOID:8552"", null], [""disease:label:Chronic Myeloid Leukemia"", ""chronic myeloid leukemia"", ""DOID:8552.0"", null]], [""abl1""], [""t315i""], [[""Gene:25"", ""abl1"", null, ""Gene""], [""Variant:2"", ""t315i"", null, ""Variant""]], [[""Drug:rxcui:282388"", ""imatinib"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",6,GCA-2c5519641fb105a31bbaf2d1|GCA-2c5b7727544f493570f10515|GCA-49a6dac1f297458cfdc4ee06|GCA-d71b507a5485a1ebbf5bb67c|GCA-3e71f138f467f7fb1fbb1585|GCA-c61ce9981fe63e300294e390
semantic,"[""associated_with_resistance_to"", [""Variant:4331"", ""c1156y"", null, ""Variant""], [""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""], [[""Disease:17"", ""lung adenocarcinoma"", ""DOID:3910"", null], [""disease:label:Lung Adenocarcinoma"", ""lung adenocarcinoma"", ""DOID:3910.0"", null]], [""alk""], [""c1156y""], [[""Gene:238"", ""alk"", null, ""Gene""], [""Variant:4331"", ""c1156y"", null, ""Variant""]], [[""Drug:rxcui:1148495"", ""crizotinib"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",2,GCA-8334ded7551a1a53645e9d2c|GCA-57bbef80bfb0ca6e78414bba
semantic,"[""associated_with_resistance_to"", [""Variant:34"", ""t790m"", null, ""Variant""], [""Drug:rxcui:337525"", ""erlotinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""egfr""], [""t790m""], [[""Gene:1956"", ""egfr"", null, ""Gene""], [""Variant:34"", ""t790m"", null, ""Variant""]], [[""Drug:rxcui:337525"", ""erlotinib"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",3,GCA-be05890cda3c270b4321ce22|GCA-f91c085a090f55c4e86eccbb|GCA-9e9e2e15b66fa78fffc425d8
semantic,"[""associated_with_resistance_to"", [""Variant:34"", ""t790m"", null, ""Variant""], [""Drug:rxcui:328134"", ""gefitinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""egfr""], [""t790m""], [[""Gene:1956"", ""egfr"", null, ""Gene""], [""Variant:34"", ""t790m"", null, ""Variant""]], [[""Drug:rxcui:328134"", ""gefitinib"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",4,GCA-d0f04536d4de923ba3c93761|GCA-b86479cfb195d9e1a75a0fe8|GCA-6e526dccde2fa2f30ce583e8|GCA-3c94b542b9018842ed1fcdf9
semantic,"[""associated_with_resistance_to"", [""Variant:75"", ""exon 2 mutation"", null, ""Variant""], [""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""], [[""Disease:10"", ""colorectal cancer"", ""DOID:9256"", null], [""disease:label:Colorectal Cancer"", ""colorectal cancer"", ""DOID:9256.0"", null]], [""kras""], [""exon 2 mutation""], [[""Gene:3845"", ""kras"", null, ""Gene""], [""Variant:75"", ""exon 2 mutation"", null, ""Variant""]], [[""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",2,GCA-1439b5908ed2d2a3dd739850|GCA-ff929f2bfc9fbeda138ed2b0
semantic,"[""associated_with_resistance_to"", [""Variant:107"", ""h1047r"", null, ""Variant""], [""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""], [[""Disease:10"", ""colorectal cancer"", ""DOID:9256"", null], [""disease:label:Colorectal Cancer"", ""colorectal cancer"", ""DOID:9256.0"", null]], [""pik3ca""], [""h1047r""], [[""Gene:5290"", ""pik3ca"", null, ""Gene""], [""Variant:107"", ""h1047r"", null, ""Variant""]], [[""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",3,GCA-bf0f00bd04dfa54d6dfcbcb4|GCA-0626313ae1b6b97e5fc0fc9b|GCA-7c3ada37993f8d180ec3c9ef
semantic,"[""associated_with_resistance_to"", [""Variant:107"", ""h1047r"", null, ""Variant""], [""Drug:rxcui:263034"", ""panitumumab"", null, ""Drug""], [[""Disease:10"", ""colorectal cancer"", ""DOID:9256"", null], [""disease:label:Colorectal Cancer"", ""colorectal cancer"", ""DOID:9256.0"", null]], [""pik3ca""], [""h1047r""], [[""Gene:5290"", ""pik3ca"", null, ""Gene""], [""Variant:107"", ""h1047r"", null, ""Variant""]], [[""Drug:rxcui:263034"", ""panitumumab"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",2,GCA-19ca35a2fc49c0d6bc355d72|GCA-b894c6ac4481c4bab019b7ae
semantic,"[""associated_with_sensitivity_to"", [""Variant:1"", ""fusion"", null, ""Variant""], [""Drug:rxcui:282388"", ""imatinib"", null, ""Drug""], [[""Disease:4"", ""chronic myeloid leukemia"", ""DOID:8552"", null], [""disease:label:Chronic Myeloid Leukemia"", ""chronic myeloid leukemia"", ""DOID:8552.0"", null]], [], [""fusion""], [[""Variant:1"", ""fusion"", null, ""Variant""]], [[""Drug:rxcui:282388"", ""imatinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",3,GCA-f24ae143af45f099dd05820c|GCA-40581cb0b495446035afd67f|GCA-ba0a5a2e88677dbcd1b7b023
semantic,"[""associated_with_sensitivity_to"", [""Variant:1"", ""fusion"", null, ""Variant""], [""Drug:rxcui:662281"", ""nilotinib"", null, ""Drug""], [[""Disease:4"", ""chronic myeloid leukemia"", ""DOID:8552"", null], [""disease:label:Chronic Myeloid Leukemia"", ""chronic myeloid leukemia"", ""DOID:8552.0"", null]], [], [""fusion""], [[""Variant:1"", ""fusion"", null, ""Variant""]], [[""Drug:rxcui:662281"", ""nilotinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",2,GCA-86866d1358fde4d83265344f|GCA-3c6588dd92620427f5bfd03a
semantic,"[""associated_with_sensitivity_to"", [""Variant:1"", ""fusion"", null, ""Variant""], [""Drug:fda:DASATINIB"", ""dasatinib"", null, ""Drug""], [[""Disease:4"", ""chronic myeloid leukemia"", ""DOID:8552"", null], [""disease:label:Chronic Myeloid Leukemia"", ""chronic myeloid leukemia"", ""DOID:8552.0"", null]], [], [""fusion""], [[""Variant:1"", ""fusion"", null, ""Variant""]], [[""Drug:fda:DASATINIB"", ""dasatinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",4,GCA-60e749343c577636c3309c0f|GCA-2ca85404f68a3e4a0cb3e7e6|GCA-05f0ff2c9e8c8ec8461a3292|GCA-59315af7b9d80e681823abd6
semantic,"[""associated_with_sensitivity_to"", [""Variant:133"", ""exon 19 deletion"", null, ""Variant""], [""Drug:rxcui:328134"", ""gefitinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""egfr""], [""exon 19 deletion""], [[""Gene:1956"", ""egfr"", null, ""Gene""], [""Variant:133"", ""exon 19 deletion"", null, ""Variant""]], [[""Drug:rxcui:328134"", ""gefitinib"", null, ""Drug""]], [], ""sensiti",6,GCA-8a16ad9cb6c3e64b759e3bac|GCA-81c2c709e3d3c0af7be0ba0b|GCA-9cf072309786f2d51f0dcdb9|GCA-1fcfd62694f13366e0f7d056|GCA-d5f90986e91c4bf2751f4292|GCA-7aef45b21aa474592c34f387
semantic,"[""associated_with_sensitivity_to"", [""Variant:134"", ""g719s"", null, ""Variant""], [""Drug:rxcui:328134"", ""gefitinib"", null, ""Drug""], [[""Disease:8"", ""lung non-small cell carcinoma"", ""DOID:3908"", null], [""disease:label:Lung Non-small Cell Carcinoma"", ""lung non-small cell carcinoma"", ""DOID:3908.0"", null]], [""egfr""], [""g719s""], [[""Gene:1956"", ""egfr"", null, ""Gene""], [""Variant:134"", ""g719s"", null, ""Variant""]], [[""Drug:rxcui:328134"", ""gefitinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", nul",2,GCA-f45a85a3505a1aa9348c51ee|GCA-484596e65e89005df8833ec3
semantic,"[""associated_with_sensitivity_to"", [""Variant:55"", ""itd"", null, ""Variant""], [""Drug:rxcui:495881"", ""sorafenib"", null, ""Drug""], [[""Disease:3"", ""acute myeloid leukemia"", ""DOID:9119"", null], [""disease:label:Acute Myeloid Leukemia"", ""acute myeloid leukemia"", ""DOID:9119.0"", null]], [""flt3""], [""itd""], [[""Gene:2322"", ""flt3"", null, ""Gene""], [""Variant:55"", ""itd"", null, ""Variant""]], [[""Drug:rxcui:495881"", ""sorafenib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",3,GCA-8c7443be5dcf42bbf73e547b|GCA-3a264523eb901513503cf998|GCA-a620bbe9ce39602546235682
semantic,"[""associated_with_sensitivity_to"", [""Variant:108"", ""fusion"", null, ""Variant""], [""Drug:rxcui:10753"", ""tretinoin"", null, ""Drug""], [[""Disease:29"", ""acute promyelocytic leukemia"", ""DOID:60318"", null], [""disease:label:Acute Promyelocytic Leukemia"", ""acute promyelocytic leukemia"", ""DOID:60318.0"", null]], [], [""fusion""], [[""Variant:108"", ""fusion"", null, ""Variant""]], [[""Drug:rxcui:10753"", ""tretinoin"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",3,GCA-9215c39c6f62ed23499ef6ff|GCA-b5da69e61879aa9fc931771f|GCA-74dec6dc504bc5559ff290c4
semantic,"[""associated_with_resistance_to"", [""Variant:104"", ""e545k"", null, ""Variant""], [""Drug:rxcui:263034"", ""panitumumab"", null, ""Drug""], [[""Disease:10"", ""colorectal cancer"", ""DOID:9256"", null], [""disease:label:Colorectal Cancer"", ""colorectal cancer"", ""DOID:9256.0"", null]], [""pik3ca""], [""e545k""], [[""Gene:5290"", ""pik3ca"", null, ""Gene""], [""Variant:104"", ""e545k"", null, ""Variant""]], [[""Drug:rxcui:263034"", ""panitumumab"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",2,GCA-876dd308475edeb47f45d246|GCA-e0415be2bd0c35bc10fc0830
semantic,"[""associated_with_resistance_to"", [""Variant:104"", ""e545k"", null, ""Variant""], [""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""], [[""Disease:10"", ""colorectal cancer"", ""DOID:9256"", null], [""disease:label:Colorectal Cancer"", ""colorectal cancer"", ""DOID:9256.0"", null]], [""pik3ca""], [""e545k""], [[""Gene:5290"", ""pik3ca"", null, ""Gene""], [""Variant:104"", ""e545k"", null, ""Variant""]], [[""Drug:rxcui:318341"", ""cetuximab"", null, ""Drug""]], [], ""resistance"", ""predictive"", null]",3,GCA-5f4c0beba52b9bce2b18cb93|GCA-16b4e0a388d883bd017246b0|GCA-45cf30330b67b4684a3c4018
semantic,"[""associated_with_sensitivity_to"", [""Variant:156"", ""overexpression"", null, ""Variant""], [""Drug:hemonc:75494"", ""linsitinib"", null, ""Drug""], [[""Disease:40"", ""prostate cancer"", ""DOID:10283"", null], [""disease:label:Prostate Cancer"", ""prostate cancer"", ""DOID:10283.0"", null]], [""igf2""], [""overexpression""], [[""Gene:3481"", ""igf2"", null, ""Gene""], [""Variant:156"", ""overexpression"", null, ""Variant""]], [[""Drug:hemonc:75494"", ""linsitinib"", null, ""Drug""]], [], ""sensitivity/response"", ""predictive"", null]",2,GCA-dd184f8fbed3104c6fb57da5|GCA-8d4597b9740d114265f3c6fc
